giftCardId,merchantName,giftCardTitle,verificationStatus,officialUrl,requestedUrlCanonical,finalUrl,sameRegistrableDomain,status,ok,contentHash,title,description,h1,h2h3,products,error
cmt79ik4f002584iy9hrxrei5,The Body Shop,The Body Shop Gift Card,VERIFIED,https://thebodyshop.gr/gift-cards,https://thebodyshop.gr/gift-cards,https://www.thebodyshop.gr/gift-cards,true,200,true,e2582c0b54528cad833f367d1cde544aa6a0ad0b841d6bc247fb123ae71e52e8,Δωροεπιταγές | The Body Shop ®,"Αν αναζητάτε το τέλειο δώρο για τα αγαπημένα σας πρόσωπα, αλλά δεν είστε σίγουροι για το τι τους αρέσει, αν είστε αναποφάσιστοι κα",Gift Cards & E-Gift Cards,,,
cmt79ikn9002b84iyczxru5q9,Wolt,Wolt Gift Card,VERIFIED,https://life.wolt.com/el/grc/howto/wolt-gift-card,https://life.wolt.com/el/grc/howto/wolt-gift-card,https://life.wolt.com/el/grc/howto/wolt-gift-card,true,200,true,fca6215be4324655c32f863e793ca21cd6527bcb22e07e0d00e6e238c3678aab,"Αγόρασε δωροκάρτες Wolt, online - Wolt (Ελλάδα)","Στείλε μια δωροκάρτα Wolt σε δευτερόλεπτα. Ένα ευέλικτο ψηφιακό δώρο για κάθε περίσταση, για να μπορεί ο παραλήπτης να επιλέξει ακριβώς αυτό που επιθυμεί από τοπικά εστιατόρια και καταστήματα.",Δωροκάρτες Wolt,Τι είναι η Δωροκάρτα Wolt; | Στείλε μια δωροκάρτα Wolt στην Ελλάδα | Γιατί να επιλέξεις μια Δωροκάρτα Wolt; | Άμεση παράδοση | Πάντα το σωστό δώρο | Εύκολη αποστολή | Δώσε μια προσωπική πινελιά | Πώς να αγοράσεις μια δωροκάρτα Wolt | Άνοιξε το κατάστημα με τις δωροκάρτες | Προσάρμοσε τη δωροκάρτα σου | Αγόρασε και στείλε | Είσαι έτοιμος να στείλεις μια δωροκάρτα Wolt; | Φτιάξε τους τη μέρα με λίγα taps | Φτιάξε τους τη μέρα με λίγα taps | Δωροκάρτες Wolt για κάθε περίσταση | Πώς να εξαργυρώσεις τη δωροκάρτα Wolt | Άνοιξε τον σύνδεσμο | Πάτα Εξαργύρωση | Ξεκίνα την παραγγελία | Ιδέες δώρων της τελευταίας στιγμής | Ένα σωστά επιλεγμένο δώρο που θα αξιοποιηθεί πραγματικά | Κέρνα όλη την ομάδα | Συχνές Ερωτήσεις | Πώς μπορώ να αγοράσω μια Δωροκάρτα Wolt; | Πώς μπορώ να στείλω μια δωροκάρτα Wolt σε κάποιον; | Τι αξίας δωροκάρτες μπορώ να αγοράσω; | Χρειάζομαι λογαριασμό Wolt για να αγοράσω και να χρησιμοποιήσω μια δωροκάρτα; | Μπορώ να αγοράσω μια δωροκάρτα για κάποιον εκτός Ελλάδας; | Μπορώ να αγοράσω περισσότερες από μία Δωροκάρτες Wolt ταυτόχρονα; | Μπορώ να αγοράσω μια δωροκάρτα Wolt για τον εαυτό μου; | Πώς μπορώ να εξαργυρώσω μια δωροκάρτα Wolt; | Πώς μπορώ να ελέγξω το υπόλοιπο της Δωροκάρτας Wolt; | Πού μπορώ να χρησιμοποιήσω μια Δωροκάρτα Wolt; | Μπορώ να χρησιμοποιήσω μια Δωροκάρτα Wolt για πολλαπλές παραγγελίες; | Μπορώ να συνδυάσω πολλαπλές δωροκάρτες; | Πόσο καιρό ισχύουν οι Δωροκάρτες Wolt; | Μπορώ να αγοράσω δωροκάρτες Wolt για την ομάδα ή την εταιρεία μου; | Αγόρασε μια δωροκάρτα Wolt online,,
cmt8faymv00016kiy6rdzpw06,Germanos,Germanos Gift Card,VERIFIED,https://www.germanos.gr/category/egift-new/?categoryId=cat4460003,https://germanos.gr/category/egift-new?categoryId=cat4460003,https://www.germanos.gr/e-gift-card,true,200,true,385b8fbf2ba9e482e5b196550f767692f912da8d0fd5b1ebaef96f76e251b2cd,,,,,,
cmt8fazf100066kiy672xmmic,HomeMarkt,HomeMarkt Gift Card,VERIFIED,https://www.homemarkt.gr/el/doroepitages/,https://homemarkt.gr/el/doroepitages,https://www.homemarkt.gr/el/doroepitages/,true,403,false,3d8944c6d0c9553e20f9c2fab2b4ba44fb6fe7b1ae271bfcd6f79237508a095c,Attention Required! | Cloudflare,,"Sorry, you have been blocked",You are unable to access homemarkt.gr | Why have I been blocked? | What can I do to resolve this?,,HTTP_403
cmt8fb02t000b6kiy7s4kft0t,Hondos Center,Hondos Center Gift Card,VERIFIED,https://www.hondoscenter.com/el/gift-card.html,https://hondoscenter.com/el/gift-card.html,,,,false,,,,,,,DOMAIN_BLOCKED
cmt8fb1x1000f6kiy1hr4woch,Notino,Notino Gift Card,VERIFIED,https://notino.gr/doroepitagi,https://notino.gr/doroepitagi,https://www.notino.gr/doroepitagi,true,403,false,ed35cbb04db2b49caaf9dea4a8d2a1f867f6630a5664caeb36e370659858c9d6,Just a moment...,,,,,HTTP_403
cmt8fb3si000k6kiyq13oidum,Public,Public Gift Card,VERIFIED,https://public.gr/send-gift-card,https://public.gr/send-gift-card,https://www.public.gr/send-gift-card,true,200,true,3aa2ee1cd8a8a226217848f0b646bef7c3259081a972e26f10e89dcdc80708ad,"Public #1 για είδη τεχνολογίας, ψυχαγωγίας και οικιακές συσκευές!",Το Public είναι ο #1 προορισμός για προϊόντα τεχνολογίας και ψυχαγωγίας με χιλιάδες προϊόντα για κάθε μέλος της οικογένειας,,,,
cmt8fb4wa000p6kiyo7ctc0p1,Sephora,Sephora Gift Card,VERIFIED,https://giftcard.sephora.gr/,https://giftcard.sephora.gr/,,,,false,,,,,,,FETCH_FAILED
cmt8gzro7000114iywjzh5sfg,JD Sports Greece,JD Sports Greece Gift Card,VERIFIED,https://www.jdsports.gr/el/cms/333/gift-cards,https://jdsports.gr/el/cms/333/gift-cards,https://www.jdsports.gr/el/cms/333/gift-cards,true,200,true,9137e8f2a1955e03be92088895c5d41118718b9052b11a0a982d0a5dd12117ae,JD Δωροκάρτα και Ηλεκτρονική Δωροκάρτα | JD Sports Ελλάδα,Εξασφάλισε το τέλειο δώρο για την οικογένεια σου και τους φίλους σου με μια JD Δωροκάρτα και Ηλεκτρονική Δωροκάρτα!,JD ΔΩΡΟΚΑΡΤΑ &ΗΛΕΚΤΡΟΝΙΚΗ ΔΩΡΟΚΑΡΤΑ,ΣΤΕΙΛΕ JDΗΛΕΚΤΡΟΝΙΚΗ ΔΩΡΟΚΑΡΤΑ | ΒΗΜΑ 1 | ΒΗΜΑ 2 | ΒΗΜΑ 3 | ΒΗΜΑ 4 | ΤΟ ΚΑΛΥΤΕΡΟ ΔΩΡΟ ΒΡΙΣΚΕΤΑΙ ΑΝΑΜΕΣΑ ΣΤΑ HOT DROPS' | ΒΡΕΣ ΚΟΡΥΦΑΙΑ & EXCLUSIVE ΒRANDS,,
cmt8gzxc1000614iysxzaqmvz,Zakcret,Zakcret Gift Card,VERIFIED,https://www.zakcret.gr/doro-karta,https://zakcret.gr/doro-karta,https://www.zakcret.gr/doro-karta,true,200,true,65bfdb25629680a69e47f4226d76987066f8a5ca53d670d948f998b0ba646613,Χάρισε μια Δωροκάρτα,Χάρισε μια Δωροκάρτα,,Χάρισε μια Δωροκάρτα | Χάρισε μια Δωροκάρτα | ΛΑΒΑΤΕ ΜΙΑ E-GIFT CARD,,
cmt8helgp0001a8iy47hrjge7,Celestino,Celestino Gift Card,VERIFIED,https://www.celestino.gr/en-gr/gift-cards/r=0120010000,https://celestino.gr/en-gr/gift-cards/r=0120010000,https://www.celestino.gr/en-gr/gift-cards/r=0120010000,true,200,true,ddfac9c05d4ae178099771bc66168e51bf6397f990a446cd7ef2aae5439a7500,Gift Cards Celestino 2026 | Celestino,Offer the gift of choice with a CELESTINO gift card! Valid only for our physical stores!,Gift Cards Celestino,CONTACT US | ORDERS | CUSTOMER INFO | ABOUT US | TOP CATEGORIES | BLOG,,
cmt8hemvv0006a8iygh01eja0,Funky Buddha,Funky Buddha Gift Card,VERIFIED,https://www.funky-buddha.com/el/giftcards.html,https://funky-buddha.com/el/giftcards.html,https://www.funky-buddha.com/el/giftcards.html,true,200,true,1359a50c3180edf050eeeebf01a96fb9826f3803419cc50764a2c208763734c5,Giftcards | funky-buddha.com,"Χάρισε μία Giftcard στους αγαπημένους σου, για να ανακαλύψουν την μοναδική συλλογή της Funky Buddha!",Giftcards,,Product: Giftcard | Congrats Giftcard | Congrats: | Product: Giftcard | Happy birthday Giftcard | Happy birthday: | Product: Giftcard | you've grown! Giftcard | you've grown! : | Product: Giftcard | you've grown! 2 Giftcard | you've grown! 2: | Product: Giftcard | i like you more than pizza btw Giftcard | i like you more than pizza btw: | Product: Giftcard | my 2 weaknesses Giftcard | my 2 weaknesses: | Product: Giftcard | ty<3 Giftcard | ty: | Product: Giftcard | Happy nameday Giftcard | Happy nameday: | Product: Giftcard | Happy Anniversary Giftcard | Happy Anniversary: | Product: Giftcard | you've grown! 3 Giftcard | you've grown! 3: | Product: Giftcard | Best Mum Ever Giftcard | Best Mum Ever: | Product: Giftcard | Best Dad Ever Giftcard | Best Dad Ever: | Product: Giftcard | Thank you Giftcard | Thank you: | Product: Giftcard | Love you Giftcard | Love you: | Product: Giftcard | With love Giftcard | With love: | Product: Giftcard | a day without you Giftcard | a day without you: | Product: Giftcard | Many Thanks Giftcard | Many Thanks: | Product: Giftcard | you're my favorite person Giftcard | you're my favorite person: | Product: Giftcard | Happy Birthday Giftcard | Happy Birthday: | Product: Giftcard | Thanks Giftcard | Thanks:,
cmt8henle000ba8iyo0c9qq77,Galerie de Beauté,Galerie de Beauté Gift Card,VERIFIED,https://www.galeriedebeaute.gr/el-gr/giftcard,https://galeriedebeaute.gr/el-gr/giftcard,https://www.galeriedebeaute.gr/el-gr/giftcard,true,200,true,03d9ff43f4cf32e271643dff473f5370f561a7906f943b7baa5b63629f47e95b,Giftcard - Κάνε το Τέλειο Δώρο | Galerie De Beauté,,Gift-card Δωροκαρτα,Επιλεξτε το επιθυμητο ποσο | ΗΜΕΡΟΜΗΝΙΑ ΑΠΟΣΤΟΛΗΣ,,
cmt8hesz5000ga8iykmbj9m8y,Puma Greece,Puma Greece Gift Card,VERIFIED,https://eu.puma.com/gr/en/pd/digital-gift-card,https://eu.puma.com/gr/en/pd/digital-gift-card,https://eu.puma.com/gr/en/pd/digital-gift-card,true,200,true,3c6d887ff4ff3b66a4114f643012b2bb50d25673799730c01b5fb1fd1eecfd88,Digital Gift Card | Puma Greece,,Digital Gift Card,,,
cmt8hp8oi0001pgiybmxi7lqx,DPAM,DPAM Gift Card,VERIFIED,https://www.dpam.gr/giftcard/buy,https://dpam.gr/giftcard/buy,https://www.dpam.gr/giftcard/buy,true,200,true,c5d3cd71f7d3fa8837c5cd8b2798cc0a0196abdaa3d25702ac113a22a97b0640,Δωροκάρτα | DPAM,Χαρίστε μία δωροκάρτα DPAM στα αγαπημένα σας πρόσωπα!,,Η αγορά και αποστολή της ΔΩΡΟΚΑΡΤΑΣ/GIFTCARD γίνεται πανεύκολα. Σας καταγράφουμε αναλυτικά τα βήματα: | Όροι & Προϋποθέσεις ΔΩΡΟΚΑΡΤΑΣ DPAM (Q&A),,
cmt8hpbs90006pgiynvd5ktbb,Ianos,Ianos Gift Card,VERIFIED,https://www.ianos.gr/giftcards/dorokarta-ianos,https://ianos.gr/giftcards/dorokarta-ianos,https://www.ianos.gr/giftcards/dorokarta-ianos,true,200,true,be045f580ffd64645b33a56abdb764d276a73f62fef32de671499b1918bf1bfa,Δωροκάρτα IANOS - IANOS,Δωροκάρτα IANOS,Δωροκάρτα IANOS,"Από10,00 €Έως500,00 € | 1 Εισάγετε το ποσό | 2 Στοιχεία αποστολής | ‌ | Χαρακτηριστικά | Δωροκάρτα IANOS | Login and Registration Form | Σύνδεση | Δεν έχεις λογαριασμό;",Product: Δωροκάρτα IANOS,
cmt8l5oxi00015giyiu55n5ry,Airbnb,Airbnb Gift Card,VERIFIED,https://www.airbnb.com/giftcards,https://airbnb.com/giftcards,https://www.airbnb.com/giftcards,true,200,true,aeafd45f6b9a1f56e7ba2d477784c9af3efc4b46b026fa0126894d600aeceecb,Μεταφορά στη διεύθυνση www.airbnb.gr,,,,,
cmt8l5pog00065giyds4zmg9d,Answear Greece,Answear Greece Gift Card,VERIFIED,https://answear.gr/gift-cards,https://answear.gr/gift-cards,https://answear.gr/gift-cards,true,200,true,dc33ae65f8b396bddad78a771362d79bc2d011623cf1c45b0c47dbc975052677,Gift Card | ANSWEAR.gr,Gift Card,Ψαχνεις για το τέλειο δώρο,Μόλις το βρήκες! | Πως λειτουργεί; | Δωροκάρτα | Θέλετε να αγοράσετε μια δωροκάρτα; | Αγόρασε μια δωροκάρτα | -20% έκπτωση στην πρώτη σας αγορά** για την εγγραφή σας στο ενημερωτικό μας δελτίο.,,
cmt8l5v5n000d5giy6vtukpbo,JYSK Greece,JYSK Greece Gift Card,VERIFIED,https://jysk.gr/giftcard,https://jysk.gr/giftcard,https://jysk.gr/giftcard,true,200,true,eb955f0a9a22e577cff7382e130e6da0943c4483bae7d0146d0077dae9800b5e,Δωροκάρτα | JYSK,,Αγοράστε μία δωροκάρτα,Υπνοδωμάτιο | Κρεβάτια και στρώματα | Μπάνιο | Γραφείο | Καθιστικό | Τραπεζαρία | Αποθήκευση | Χολ | Κουρτίνες | Κήπος | Οικιακά είδη | Δημιουργώντας τη δική σας δωροκάρτα | Κερδίστε μία δωροκάρτα αξίας 50€,,
cmt8l5vu9000i5giya6fmymif,KIKO,KIKO Gift Card,VERIFIED,https://www.kikocosmetics.com/it-it/p/gift-card-virtuale-21632/,https://kikocosmetics.com/it-it/p/gift-card-virtuale-21632,https://www.kikocosmetics.com/it-it/p/gift-card-virtuale-21632/,true,200,true,c201a82a2e1cfe93af88a1933c8d4703a890aab95b76928fba7e5fddabd1d943,Gift Card Virtuale | KIKO,undefined. Acquista ora sul sito ufficiale di KIKO MILANO.,gift card virtuale,Buono regalo via email utilizzabile online e in negozio | Amato 💖 Condiviso 🔄 Virale 🤍,Product: Gift Card Virtuale Buono regalo via email utilizzabile online e in negozio,
cmt8l5ww0000n5giyozuj9ee2,Lapin House,Lapin House Gift Card,VERIFIED,https://www.lapinkids.com/el/e-gift-card.html,https://lapinkids.com/el/e-gift-card.html,https://www.lapinkids.com/el/e-gift-card.html,true,200,true,6a6dfeca5330ca59d4ebd02133f7157d4113e5ece28babf8388aad4b5bd65e5d,e-Gift Card | LAPIN KIDS,e-Gift Card,e-Gift Card,"Send to a friend | Lapin House | Βρείτε το σωστό μέγεθος | .st0{fill:none;stroke:#000000;stroke-miterlimit:10;}Λίστες Δώρων | Διαθεσιμότητα Καταστημάτων | Πληρώστε σε άτοκες δόσεις από 150€ ή με Klarna σε 3 άτοκες, χωρίς πιστωτική. | για παραγγελίες άνω των 80€ με BoxNow στο σημείο που σας εξυπηρετεί. | Σε όλα τα έπιπλα εντός Αττικής, χωρίς καμία επιβάρυνση. | Επιλέξτε δωρεάν συσκευασία δώρου στο checkout. | Περισσότερες Πληροφορίες","Product: e-Gift Card #html-body [data-pb-style=K78COWI]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}Η e-Gift Card αποστέλλεται ηλεκτρονικά στο email και στο κινητό του τελικού παραλήπτη μέσω sms, προσφέροντας άμεση και εύκολη χρήση χωρίς φυσική παραλαβή. Απλά επιλέξτε το ποσό, εισάγετε τα στοιχεία του παραλήπτη, και στείλτε το δώρο σας με ένα κλικ!",
cmt8l5xzu000s5giy4og91vji,Mothercare Greece,Mothercare Greece Gift Card,VERIFIED,https://www.mothercare.gr/giftcard,https://mothercare.gr/giftcard,https://www.mothercare.gr/giftcard,true,200,true,419cb03a65c5a7373c06fb4380fe51720eec2b9bef7fc0d19599f05d67b47434,,,,,,
cmt8l5yqi000x5giy62dhv7mj,Moustakas Toys,Moustakas Toys Gift Card,VERIFIED,https://www.moustakastoys.gr/upiresies/gift-cards/,https://moustakastoys.gr/upiresies/gift-cards,https://www.moustakastoys.gr/upiresies/gift-cards/,true,200,true,394085dbd93d8776ac5925340d6c6cae87f88faf69fe6e3c35d8f7dec39d0720,Gift Cards | Moustakastoys.gr,"Ψάχνετε το καλύτερο δώρο; Αγοράστε μία ηλεκτρονική ή φυσική Gift Card από τον Μουστάκα, ώστε το αγαπημένο σας πρόσωπο να επιλέξει το δώρο που θα λατρέψει!",Gift Cards,,,
cmt8l60i400125giyzz43e70c,PlayStation,PlayStation Gift Card,VERIFIED,https://www.playstation.com/en-au/playstation-gift-cards/,https://playstation.com/en-au/playstation-gift-cards,https://www.playstation.com/en-au/playstation-gift-cards/,true,200,true,ad477f5642d739c4358a911aee947cd6cabfde850d3f76855eed0f76e0d3182a,PlayStation gift cards,Unlock a world of possibilities with pre-paid cards redeemable in PlayStation Store - the biggest PlayStation library in the world.,PlayStation™Store gift cards,"PlayStation Store gift cards | Everything you want to play | Pre-order. Pre-load. Play. | Redeem against anything digital on PlayStation Store | Find exclusive deals on top games | PlayStation gift cards FAQ | Personalise your PlayStation™Store Gift Card! | PlayStation gift cards | Sorry, you are not eligible to view this content. | {NUM} | {TITLE} | {FEATURE_TITLE}",,
cmt8l62ab00175giyos0f2x41,Roblox,Roblox Gift Card,VERIFIED,https://www.roblox.com/giftcards-gr,https://roblox.com/giftcards-gr,https://www.roblox.com/giftcards-gr,true,200,true,a6fa18d134538ef4ad3f1440ae50850195377717de64c93d8f4740cb6c41efb4,Roblox Gift Cards,"Give the gift of Robux this holiday season! Buy digital or physical cards to unlock virtual items, premium access, and unique in-game content.",,,,
cmt8l649e001c5giyd9tpmroa,Steam,Steam Gift Card,VERIFIED,https://store.steampowered.com/digitalgiftcards/selectgiftcard?snr=1_4_4_,https://store.steampowered.com/digitalgiftcards/selectgiftcard?snr=1_4_4_,https://store.steampowered.com/digitalgiftcards/selectgiftcard?snr=1_4_4_,true,200,true,f8ae496f1eacc1c18a69a35bfe1805578009bf7cac216d49b612b554fdc2e46c,Δωροκάρτες Steam,,Συχνές ερωτήσεις,Δωροκάρτες Steam,,
