status,giftCardId,merchantName,giftCardTitle,occasionSlug,relevance,evidenceSurface,evidenceSnippet,officialUrl,reason,actionId
REVIEW,cmta1hupw00agq8iysdyh5to2,Cre T E,Κατηγορία: δωροκάρτα,christmas,80,OFFICIAL_BODY_PROXIMITY,η products search αρχικη σελιδα cre t e κοσμηματααξεσουαρβραχιολιαδαχτυλιδιαδωρα μεχρι 25 δωροκαρταμενταγιονσκουλαρικιαδιακοσμητικαδωροκαρτακαμβαδεςμαγνητακιατελαραχριστουγεννιατικαβρεφικααξεσουαρδωροκαρτακουβερτουλεςπανες αγκαλιαςπαπλωματακιαπετσετεςσαλιαρεςσεντονακιασετ δωρουυπνοδωματιουλικαpunch needlesβελον,https://cre-t-e.gr/product-category/jewelry/gift-card-jewelry/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1mseo00uaq8iyrfav970x,Crystalswan,Gift Card - Crystal Swan,birthday,80,OFFICIAL_BODY_PROXIMITY,υλουδια δωρα valentines day holiday gifts bridal collection δωρα γαμου δωρα επετειου δωρα γενεθλιων δωρα για εκεινον δωρα για νεους γονεις δωρα για παιδια δωρα για το σπιτι γραφειο δωρα για τη γιορτη της μητερας δωροκαρτα εκπτωσεις extra 10 εκπτωσεις αγαπημενα ο λογαριασμος μου νεα προιοντα κοσμηματα ariana g,https://www.crystalswan.gr/product-category/gifts/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1mseo00uaq8iyrfav970x,Crystalswan,Gift Card - Crystal Swan,valentines,80,OFFICIAL_BODY_PROXIMITY,ρα 2holiday gifts 0δωρα γενεθλιων 0δωρα για νεους γονεις 0δωρα για τη γιορτη της μητερας 0δωροκαρτα 1δωρα για παιδια 0δωρα για εκεινον 0δωρα για το σπιτι γραφειο 0δημοφιλη κοσμηματα 0valentines day 0ariana grande 0δωρα γαμου 0κοσμηματα 0charms 0charms 0βραχιολια για charms 0κολιε γι,https://www.crystalswan.gr/product-category/gifts/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1mseo00uaq8iyrfav970x,Crystalswan,Gift Card - Crystal Swan,mothers-day,80,OFFICIAL_BODY_PROXIMITY,α για εκεινον δωρα για νεους γονεις δωρα για παιδια δωρα για το σπιτι γραφειο δωρα για τη γιορτη της μητερας δωροκαρτα εκπτωσεις extra 10 εκπτωσεις αγαπημενα ο λογαριασμος μου νεα προιοντα κοσμηματα ariana g,https://www.crystalswan.gr/product-category/gifts/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1mseo00uaq8iyrfav970x,Crystalswan,Gift Card - Crystal Swan,for-him,80,OFFICIAL_BODY_PROXIMITY,lentines day holiday gifts bridal collection δωρα γαμου δωρα επετειου δωρα γενεθλιων δωρα για εκεινον δωρα για νεους γονεις δωρα για παιδια δωρα για το σπιτι γραφειο δωρα για τη γιορτη της μητερας δωροκαρτα εκπτωσεις extra 10 εκπτωσεις αγαπημενα ο λογαριασμος μου νεα προιοντα κοσμηματα ariana g,https://www.crystalswan.gr/product-category/gifts/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1mseo00uaq8iyrfav970x,Crystalswan,Gift Card - Crystal Swan,for-kids,80,OFFICIAL_BODY_PROXIMITY,ction δωρα γαμου δωρα επετειου δωρα γενεθλιων δωρα για εκεινον δωρα για νεους γονεις δωρα για παιδια δωρα για το σπιτι γραφειο δωρα για τη γιορτη της μητερας δωροκαρτα εκπτωσεις extra 10 εκπτωσεις αγαπημενα ο λογαριασμος μου νεα προιοντα κοσμηματα ariana g,https://www.crystalswan.gr/product-category/gifts/gift-card/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1gkq30066q8iy4xwfkmos,Dimasis,Gift Card - Δωροκάρτα,easter,80,OFFICIAL_BODY_PROXIMITY,οκαρταςχαρακτηρες που απομενουν 220 λαβετε ειδοποιηση με email οταν ο φιλος σας λαβει την δωροκαρτα ημερομηνια αποστολης επιλεξτε ζωνη ωρας aus central standard time australia darwin aus eastern standard time australia melbourne aus eastern standard time australia sydney afghanistan,https://www.dimasis.gr/gift-card,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1mwe200uqq8iyw8gppk86,Ebru,Gift Vouchers - Káte,birthday,80,OFFICIAL_BODY_PROXIMITY,hops about about kate about ebru suminagashi b2b wholesale contact us home our collection gift cards gift vouchers 30 00 300 00price range 30 00 through 300 00 the perfect gift for birthdays christmas mother's day father's day anniversaries and any special occasion each gift car,https://kate.ebru.gr/product/gift-vouchers/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1mwe200uqq8iyw8gppk86,Ebru,Gift Vouchers - Káte,anniversary,80,OFFICIAL_BODY_PROXIMITY,about kate about ebru suminagashi b2b wholesale contact us home our collection gift cards gift vouchers 30 00 300 00price range 30 00 through 300 00 the perfect gift for birthdays christmas mother's day father's day anniversaries and any special occasion each gift card is valid for 6 months from the date of purchase a,https://kate.ebru.gr/product/gift-vouchers/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1mwe200uqq8iyw8gppk86,Ebru,Gift Vouchers - Káte,christmas,80,OFFICIAL_BODY_PROXIMITY,hops about about kate about ebru suminagashi b2b wholesale contact us home our collection gift cards gift vouchers 30 00 300 00price range 30 00 through 300 00 the perfect gift for birthdays christmas mother's day father's day anniversaries and any special occasion each gift card is valid,https://kate.ebru.gr/product/gift-vouchers/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1mwe200uqq8iyw8gppk86,Ebru,Gift Vouchers - Káte,mothers-day,80,OFFICIAL_BODY_PROXIMITY,hops about about kate about ebru suminagashi b2b wholesale contact us home our collection gift cards gift vouchers 30 00 300 00price range 30 00 through 300 00 the perfect gift for birthdays christmas mother's day father's day anniversaries and any special occasion each gift card is valid for 6 months,https://kate.ebru.gr/product/gift-vouchers/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1mwe200uqq8iyw8gppk86,Ebru,Gift Vouchers - Káte,fathers-day,80,OFFICIAL_BODY_PROXIMITY,hops about about kate about ebru suminagashi b2b wholesale contact us home our collection gift cards gift vouchers 30 00 300 00price range 30 00 through 300 00 the perfect gift for birthdays christmas mother's day father's day anniversaries and any special occasion each gift card is valid for 6 months from the date,https://kate.ebru.gr/product/gift-vouchers/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1mxa000uuq8iyl8z18jfw,Elephantstore,Elephantstore Gift Card,birthday,80,OFFICIAL_BODY_PROXIMITY,add to wishlist swallows birthday greeting card regular price 4 20 add to wishlist birds birthday greeting card regular price 4 20 facebook instagram quick shop clothing women's swimwear jewelry bags sunglasses gift card information product shipping payment methods returns policy terms conditions user account,https://www.elephantstore.gr/products/gift-card,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1gmek006cq8iydgmxqz91,Fotiadou Shop,Προσφορές: Δωροκάρτα,christmas,80,OFFICIAL_BODY_PROXIMITY,ες κουρτινοξυλα χαλια πατακια ταπετσαριες portfolioεπαγγελματικοι χωροικατοικιες προσφορεςδωροκαρτα κατηγοριες christmas εποχιακα ειδη θαλασσης χριστουγεννιατικα υπνοδωματιο στρωματα επιστρωματα καλυμματα μαξιλαριων σεντονια παπλωματα παπλωματοθηκες μ,https://fotiadou-shop.gr/offers/gift-card.html,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62iiy000j94iy06vaeu26,Frati,Frati Gift Card,birthday,80,OFFICIAL_BODY_PROXIMITY,00 500 00 στοιχεια παραδοσης στοιχεια παραληπτη ονομα email τα στοιχεια σας ονομα μηνυμα gift card ποσοτητα προσθηκη στο καλαθι περιγραφη ιδανικο για γιορτη γενεθλια η οποιαδηποτε αλλη ειδικη περισταση οι καρτες δωρων του i frati παρεχουν μια βολικη και ε,https://www.frati.gr/shop/dora-gift-cards/gift-cards/?srsltid,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmtb62iiy000j94iy06vaeu26,Frati,Frati Gift Card,corporate,80,OFFICIAL_BODY_PROXIMITY,σια ελληνικες ετικετεςσαμπανιεςσοκολατακια sweet bites τρουφακιατυρια αναζητηση για gifts giftcards shop all gifts δωρα business gifts corporate gifts panettone colomba κουτια καλαθια για δωρα gift boxes spirits gifts gift cards gift,https://www.frati.gr/shop/dora-gift-cards/gift-cards/?srsltid,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1ib7s00c0q8iydisho748,Giannopoulos,Giannopoulos Gift Card,for-her,80,OFFICIAL_BODY_PROXIMITY,υθειας μεταβαση στο περιεχομενο κλεισιμο μενου aw26 27 pre fall gifts gifts for him gifts for her gift card gift card 50 gift card 80 gift card 100 select your ammount aw26 27new arrivalsshop now aw26 27new arrivalsshop now εκπτωσεις,https://giannopoulos.gr/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
REVIEW,cmta1ib7s00c0q8iydisho748,Giannopoulos,Giannopoulos Gift Card,for-him,80,OFFICIAL_BODY_PROXIMITY,απευθειας μεταβαση στο περιεχομενο κλεισιμο μενου aw26 27 pre fall gifts gifts for him gifts for her gift card gift card 50 gift card 80 gift card 100 select your ammount aw26 27new arrivalsshop now aw26 27new arrivalsshop now εκπτωσεις,https://giannopoulos.gr/,BODY_CONTEXT_REQUIRES_MANUAL_REVIEW,
