v4_score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v4_bucket,v4_reason,v5_bucket,v5_reason,v5_1_bucket,v5_1_reason
95,ellaresorts.com,Wellness Gift Card - Rocrita Resort,https://www.ellaresorts.com/crete/rocrita-resort/wellness/wellness-gift-card/,Wellness Gift Card - Rocrita Resort,"For more information and for purchasing a Wellness Gift Card, please contact the Spa Reception. ... AGIOS ANDREAS, MOCHLOS, CRETE, GREECE 72057. CONTACT ...","""Crete"" ""spa"" ""gift card""",6,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,en.kalamata.co.il,Gift Card - Kalamata - קלמטה,https://en.kalamata.co.il/giftcard,Gift Card - Kalamata - קלמטה,"You can choose between a gift card of your desired amount, or a special gift card for two ... Kalamata - Greek cuisine in the Old City of Jaffa. Please ...","""Kalamata"" ""gift card""",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,grandebretagnestore.com,Com,https://www.grandebretagnestore.com/en/gift-cards,Gift Cards,"Spa Gift Vouchers: The gift voucher receiver should contact the GB Spa and ... Athens, 105 64, Greece; T: +30 210 33 30 750; E: orders ...","""Athens"" ""spa"" ""gift voucher""",6,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,grecotrulygreek.com,Treat Someone You Love to Greek Food with a Greco Gift Card,https://grecotrulygreek.com/gift-cards/,Treat Someone You Love to Greek Food with a Greco Gift Card,Looking for the perfect gift for the food lover in your life? Give them the gift of authentic Greek cuisine with a Greco Gift Card! Ideal for any occasion ...,"""food"" ""gift card"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,weak_direct_greece_or_gift_evidence
95,hellascanyon.com,Gift Card,https://hellascanyon.com/en/product/gift-card/,Gift Card,"Gift Card. 50,00€ – 200,00€ Price range: 50,00€ through 200,00€. Gift Card ... Gallias 53, Volos, Greece · +30 694 524 2331 · info@hellascanyon.com · Hellas ...","""Volos"" ""gift card""",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,historichotelsofeurope.com,Hotel Gift Vouchers | Give the Perfect Hotel Experience,https://historichotelsofeurope.com/gift-voucher/?utm_campaign=landingpage&utm_content=carousel&utm_medium=cpc,Hotel Gift Vouchers | Give the Perfect Hotel Experience,Gift Vouchers for Historic Hotels. The Perfect Gift – Redeemable Across 24+ European Countries. Buy Gift Voucher ... Kyrimai romantic hotel mani greece ...,"""hotel"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,hyperlightoptics.com,Gift Cards,https://hyperlightoptics.com/collections/gift-cards?srsltid=AfmBOorH3PFixWlqtiZlI7wEQh7Tkr1X73EBjV8yOLq3tpAs-SPLiV9L,Gift Cards,"Greece (EUR €); Guernsey (EUR €); Hong Kong SAR (EUR ... Hyperlight Gift Card featuring bold white HYPERLIGHT OPTICS text, a geometric sphere design, and.","""optics"" ""gift card"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,industrybeans.com,Buy A Gift Voucher,https://industrybeans.com/pages/giftvouchers?srsltid=AfmBOopx5OabUiKgZSnWEwZaWXo4RfzSHBIKlbjr4cXnWnwE6VR8vrFR,Buy A Gift Voucher,"These vouchers are only redeemable in store over multiple purchases, and cannot be used online. Shop Cafe Gift Voucher ... Greece (AUD $) Greenland (AUD ...","""cafe"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,inspiredbygreece.com,Gift Voucher,https://www.inspiredbygreece.com/product/gift-card/,Gift Voucher,"Give the gift of an Inspired by Greece Gift Voucher! Vouchers can be used for original art, prints, canvas reproductions, tote bags, cushions and all other ...","""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,juventus.com,Gift Card,https://store.juventus.com/ar/gifts-and-accessories/gifts/gift-card?srsltid=AfmBOoo59e8ecnl8Q_Kwrue4lpGVFKuf0b-igKgYfKwozUr74D-kVEpk,Gift Card,Car AccessoriesCar Accessories · Beach Collection ... Gift CardGift Card · Gift BagsGift Bags · Bundles ... Greece. English (€) · Hungary.,"""car accessories"" ""gift card"" Greece",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,kal-opsia.com,Com,https://www.kal-opsia.com/el/pages/gift-cards?srsltid=AfmBOopR3PDskWYg62MMiChLwUIhj3kwcolS3yGjJhbzU8hPzmyttG51,Δωροκάρτες,... ATHENS με τους όρους που περιγράφονται παρακάτω ... Green & Eco-Friendly Fashion. ✨ Χειμερινές ... Αυτή η Δωροκάρτα (η «Κάρτα») εκδίδεται από την Kalopia Athens ...,"""Athens"" ""fashion"" ""δωροκάρτα""",6,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,kalamatafreedivers.com,Gift voucher,https://kalamatafreedivers.com/product/gift-voucher/,Gift voucher,Here is a perfect freediving gift for you & your loved ones! Gift voucher can be used on all activities and equipment offered in Kalamata Freedivers shop.,"""Kalamata"" ""gift voucher""",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,kashbeauty.com,E-Gift Voucher,https://kashbeauty.com/products/giftcard?srsltid=AfmBOoqnXGMzFfxddNPhhQ1se32S0ZAbIjNcc9JcVRr4JO9T8Ca_fw15,E-Gift Voucher,E-Gift Voucher. KASH Beauty Gift Voucher Delivered straight to your inbox ... Greece (EUR); Greenland (DKK); Grenada (XCD); Guadeloupe (EUR) ...,"""beauty"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,kleanthievoo.com,Gift Card,https://www.kleanthievoo.com/gift-card,Gift Card,"Gift Card. Gift Cards – Share the Love. 40 €. Amount. 40 €. 60 € ... Skalani, Heraklion 71500. Crete, Greece. EMAIL. info@kleanthievoo.com. PHONE.","""Heraklion"" ""gift card""",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,kymajewelry.com,Com,https://www.kymajewelry.com/en/31-gift-cards,Gift Cards,"KYMA Gift Card 25€. €25.00. KYMA ... Lab address: Sofokleous 39, 18452, Athens (Not open to the public).","""Athens"" ""jewelry"" ""gift card""",7,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,lottejewelry.com,Com,https://lottejewelry.com/en/pages/gift-card?srsltid=AfmBOoo-X1m-qz62hQgMXtfvSD1Ihy5n8QbYuLmIMpDWoN8EFJel2D53,GIFT CARD,Lotte Jewelry · Account · Cart 0 · Lotte Jewelry ... GIFT CARD. Join our community. This customer is ... Panorama Thessaloniki. Avgerinou 17. 55236. tel:+ 30 ...,"""Thessaloniki"" ""jewelry"" ""gift card""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,maccosmetics.com,E Gift Cards,https://www.maccosmetics.com/pages/gift-cards,E Gift Cards,GermanyDeutsch; Greeceελληνικά; HungaryMagyar; ItalyItaliano; Netherlands ... Check Your Gift Card Balance. Enter your card number to view your balance ...,"""Germany"" beauty ""gift card"" official",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,mbtheatre.com,Gift Cards,https://www.mbtheatre.com/giftcards,Gift Cards,"Give the gift of live theatre and so more with a gift card to Michigan's Answer to Broadway! ... Greece, Greenland, Grenada, Guadeloupe, Guam, Guatemala ...","""theatre"" ""gift card"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,myrto-naturalcosmetics.de,Gift voucher for natural cosmetics,https://www.myrto-naturalcosmetics.de/en/collections/gift-vouchers?srsltid=AfmBOoqcqG4ZdY9AWJT_oFJHacfCo-gTmsHP3GKGDhuPLXzp-2ugUYWE,Gift voucher for natural cosmetics,Give the gift of high-quality natural cosmetics ... Give the gift of natural beauty – with a myrto gift voucher ... Greece Flag Greece. Hungary Flag Hungary.,"""cosmetics"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,nomos-glashuette.com,NOMOS gift voucher – NOMOS Glashütte | GR Store,https://nomos-glashuette.com/en-gr/give-aways/nomos-gift-voucher-scheck75?srsltid=AfmBOorOyA17OLNvsLkYee-on-xKMSGZo_5kpckGd2h8ca5wZVHpQ_Wb,NOMOS gift voucher – NOMOS Glashütte | GR Store,Shipping to: Greece / EUR Language: English · Search · Shop · Find retailer · Sign in / Register Basket Search · Home · All watches · NOMOS gift voucher.,"""watches"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
95,nytgbshop.myshopify.com,NYT Gift Card – The National Youth Theatre Shop,https://nytgbshop.myshopify.com/products/nyt-gift-card,NYT Gift Card – The National Youth Theatre Shop,"Greece EUR €; Guernsey GBP ... © 2026, The National Youth Theatre Shop Powered by Shopify ... NYT Gift Card.","""theatre"" ""gift card"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,MANUAL_REVIEW,greece_relevant_but_business_location_unclear
