v4_score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v4_bucket,v4_reason,v5_bucket,v5_reason,v5_1_bucket,v5_1_reason
95,exploremessinia.com,Unforgettable Experience Gift Cards in Greece,https://exploremessinia.com/giftcard/,Unforgettable Experience Gift Cards in Greece,Surprise someone special with our Experience Gift Cards in Greece ... GIFT CARD. Struggling to find the perfect gift for someone special ...,"""experience"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
95,fourseasonsastirpalacehotelathens.giftpro.co.uk,Mercato Monetary Gift Card,https://fourseasonsastirpalacehotelathens.giftpro.co.uk/vouchers/mercato-monetary-gift-card/,Mercato Monetary Gift Card,The Spa & Boutique at Four Seasons Astir Palace Athens ... Mercato Monetary Gift Card at Four Seasons Astir Palace Hotel Athens gift voucher packaging ...,"""Athens"" ""spa"" ""gift voucher""",6,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
95,gbcornergifts.com,Athens,https://www.gbcornergifts.com/gift-vouchers,Gift Vouchers Athens,Incredible Experience Gifts in Athens at GB Corner Gifts · €75 GB CORNER GIFTS & FLAVORS | Gift Voucher · €120 GB CORNER GIFTS & FLAVORS | Gift Voucher · €160 GB ...,"""Athens"" ""experience"" ""gift voucher""",6,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
95,gifting.groupbanyan.com,Angsana Corfu Extra Value e,https://gifting.groupbanyan.com/angsana-corfu/angsana-corfu-extra-value-e-gift-card-042269,Angsana Corfu Extra Value e-Gift Card,"Gift your loved ones with unique experience at Angsana Corfu with the Extra Value e-Gift Card ... hotel in Corfu, Greece.","""Corfu"" ""hotel"" ""gift card""",5,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
95,herminaathens.com,Com,https://herminaathens.com/product/gift-card/,Gift Card,The Hermina Athens Gift Card is a flexible digital or in-store gift option that allows the recipient to choose freely from the brand's jewelry collections.,"""Athens"" ""jewelry"" ""gift card""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
95,northsantorini.com,Com,https://www.northsantorini.com/gift-cards,Gift Cards,"North Santorini - A Luxury Spa Hotel in Santorini. FAQs. MENU. BOOK ONLINE. Home ... Select Gift Card, Luxury Romance Package, Bottle of Prosecco & Fruit ...","""Santorini"" ""spa"" ""gift card""",4,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
95,physiowellnessathens.com,Μασάζ & Θεραπείας,https://www.physiowellnessathens.com/gift-card,Gift Cards Μασάζ & Θεραπείας,Fitness Training · Rehabilitation · Dry Needling · Form & Confidence · BLOG · GIFT ... PhysioWellness Athens Gift Card. 30 €. Ποσό. 30 €. 50 €. 100 €. 150 €. 200 ...,"""Athens"" ""fitness"" ""gift card""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
95,prepareforgreece.com,Greek Language Course Gift Card,https://prepareforgreece.com/ro/products/greek-language-course-gift-card?srsltid=AfmBOopaXENx9_ORv7kqWYwOCgn6jNd2TvKMtIur15GuTiRkjeyeCaKu,Greek Language Course Gift Card,... Courses. ✓ Vocabulary & Grammar Courses ... Your friend or family member can choose any course they want from Prepare For Greece and use the gift card balance at ...,"""courses"" ""gift card"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
95,santorinizenspa.com,Spa Gift Voucher in Santorini,https://www.santorinizenspa.com/zen-spa-gift-voucher-program.html?srsltid=AfmBOorEtO47wHhF1vNZiQH5LnS5WCPfiBi_G20RDF0uFAKtwPeg9fUq,Spa Gift Voucher in Santorini,They enjoy a premium Santorini spa moment. BUY A SPA GIFT VOUCHER. About Santorini Zen Spa. Santorini Zen Spa offers curated private spa & massage experiences ...,"""Santorini"" ""spa"" ""gift voucher""",5,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
95,starlightcinemacrete.com,Gift Vouchers | Luxury Outdoor Cinema in Crete,https://starlightcinemacrete.com/gift-vouchers,Gift Vouchers | Luxury Outdoor Cinema in Crete,"A Starlight Cinema gift voucher is the promise of a private open-air cinema night anywhere on Crete. A 200-inch screen, luxury seating and a film of their ...","""cinema"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
90,dmasalonconcept.glossgenius.com,DM at Athens Beauty Collective,https://dmasalonconcept.glossgenius.com/shop/gift-cards,Gift Cards - DM at Athens Beauty Collective,"$100 $150 $200 $500. Custom amount. Choose a gift card design. Gift card design option 1 at DM at Athens Beauty Collective in GA, GA.","""Athens"" ""beauty"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
90,massage-crete.com,Massage Gift Card by Mindful Touch in Chania Crete,https://massage-crete.com/massage-gift-card-crete/,Massage Gift Card by Mindful Touch in Chania Crete,Offer to your loved ones a therapeutic massage gift card by Mindul Touch ... © Copyright - massage-crete.com | Tryseo.gr Κατασκευή Ιστοσελίδων Wordpress ...,"""Crete"" ""massage"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
80,estiathens.com,Gift Card Detail,https://estiathens.com/en/pages/gift-card?srsltid=AfmBOoqoEnNdfwRoZuTYIyHi3ME4k-FcJjoPosTdQ_rkkOzbyGMsvRNg,Gift Card Detail,"GV Gift Card Detail, do not change this page. ... Εσώρουχα Γυναικεία | Lingerie | Ελκυστικά & Αισθησιακά | Esti Athens ... GIFT CARDGIFT CARD. Language English.","""Athens"" ""lingerie"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
80,eurekathens.com,eureka athens gift card,https://eurekathens.com/athens-gift-card/,eureka athens gift card,"EUREKA ATHENS GIFT CARD Treat your loved ones to an unforgettable tour! Whether you are celebrating a special occasion such as birthday, anniversary, ...","""tour"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
80,massage4kefalonia.com,Massage Gift Cards Kefalonia,https://massage4kefalonia.com/gift-cards,Massage Gift Cards Kefalonia,"Gift Card Questions ... Premium massage therapy in Kefalonia, Greece. Studio & mobile service across the island. 5.0 — 277 Google Reviews. Explore.","""Greece"" ""massage"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
80,matiartgallery.com,MATI Santorini,https://matiartgallery.com/gift-card/,Gift Cards - MATI Santorini,"The Gift Card can be redeemed on any of our artworks or jewelry designs, with no expiration time. ... MATI Santorini. © 2026 MATI Art Gallery · Yorgos Kypris ...","""Santorini"" ""jewelry"" ""gift card""",1,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
80,monkeesofathens.com,Digital Gift Card,https://monkeesofathens.com/products/monkees-of-athens-gift-card?srsltid=AfmBOordjIPEqHtICbK-Db9XnP_g9haKf49TEtT3QzmN6JgEcnGjCdmC,Digital Gift Card,"Purchase a digital gift card with Monkee's, and use in store or online! This gift card ... Sneakers · Accessories · All Accessories · Jewelry · Sunglasses ...","""Athens"" ""sneakers"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
80,omhomestudio.com,"Wellness Gift Cards | Crete, Om Home",https://www.omhomestudio.com/giftcard,"Wellness Gift Cards | Crete, Om Home","Give the gift of wellness in Rethymno, Crete! Our gift cards offer Yoga, Reiki, Sound Healing, and more ... Gift Card. Om Home eGift Card. €40. Amount. €40. €50.","""wellness"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
80,oriadathens.com,Gift Card - Premium Greek Natural Skincare,https://oriadathens.com/product/gift-card-50e/,Gift Card - Premium Greek Natural Skincare,"Free Shipping to Greece over 35 € // International Free Shipping over 150 € ... Gift Card. 50,00€ – 300,00€. The most convenient present! Send a Gift Card ...","""Greece"" ""skincare"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
80,santorinijewelry.shop,Shop,https://www.santorinijewelry.shop/products/gift-card?srsltid=AfmBOooEiOCKRZ6pZJGcDWNMF5aS2KPrsW_MSikQaKJhEYuBqvP8V08x,GIFT CARD,Refer to our Privacy Policy for more information. אשר דחה. תקריב. GIFT CARD. Santorini Jewelry. GIFT CARD. מחיר מבצע100.00 ₪. סכום המתנה:.,"""Santorini"" ""jewelry"" ""gift card""",1,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
80,sunrisemykonos.com,Com,https://www.sunrisemykonos.com/gift-cards/,Gift Cards,"GIFT CARD. Stay in Agrari Beach, for a relaxed Mykonos experience, with stunning views, and a peaceful atmosphere away from the crowds. Inquiry. Terms ...","""Mykonos"" ""experience"" ""gift card""",1,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
75,santorinizenspa.travelotopos.com,Surprise a friend with a Gift Card - Santorini Zen Spa,https://santorinizenspa.travelotopos.com/gift-vouchers,Surprise a friend with a Gift Card - Santorini Zen Spa,Back to: Santorini Zen Spa. Pick a date. Spa Services in Akrotiri. Aromatherapy Single massages in Akrotiri · Aromatherapy Massage Packages for Couples in ...,"""Santorini"" ""massage"" ""gift card""",1,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|brand_domain_match,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
65,diatautaathens.com,Dia Tauta Gift Shop e,https://diatautaathens.com/products/dia-tauta-gift-shop-e-gift-card?srsltid=AfmBOoqDy6B3tsmqKXpzi9kXUvXHZL7LRNO7p0M_S3fbxtODruu4iyYK,Dia Tauta Gift Shop e-gift card,"Cosmetics & Soaps + - · All Cosmetics & Soaps · Hair · Face · Body · Hand & Foot ... Copyright © 2026, Dia Tauta Athens. Powered by Shopify. Payment icons.","""Athens"" ""cosmetics"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
65,pureandcure.com,Minos Palace Resort Crete | FREE €50 Spa Gift Voucher,https://pureandcure.com/hotel/485/minos-palace-resort,Minos Palace Resort Crete | FREE €50 Spa Gift Voucher,Adults-only resort on Crete with a private Blue Flag beach and the NAO Longevity Hub. Lowest prices. Bonus on booking: free €50 spa gift voucher per person.,"""Crete"" ""spa"" ""gift voucher""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,AUTO_GREECE_STRICT,clear_greece_business_and_direct_gift_signal
