v4_score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v4_bucket,v4_reason,v5_bucket,v5_reason,v5_1_bucket,v5_1_reason
95,partyanimalprint.com,Trip To Corfu Pass Personalised Gift Voucher Surprise ...,https://partyanimalprint.com/trip-to-corfu-pass-personalised-gift-voucher-surprise-trip-holiday-ticket/?srsltid=AfmBOooFr67GoX5zBzgDantj7UQOx6oCz8k_oJnxaYzIy2dTVguVxs6x,Trip To Corfu Pass Personalised Gift Voucher Surprise ...,"This Trip To Corfu Pass Personalised Gift Voucher Surprise Trip Holiday Ticket is printed onto high quality satin finish card, measures 21.5 x 10.6cm and comes ...","""Corfu"" ""gift voucher""",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
95,rhodeswaterside.com.au,Au,https://www.rhodeswaterside.com.au/visit/centre-info-and-services/gift-cards,Gift Cards,Experience. Visit. Discover Discover Minis. Closed. A Rhodes Waterside Gift Card is the perfect option for that person who seems to have everything! Rhodes ...,"""Rhodes"" ""experience"" ""gift card""",5,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
95,rodirestaurants.co.uk,Gift Vouchers | Rodi Greek Restaurant Welwyn,https://rodirestaurants.co.uk/gift-vouchers,Gift Vouchers | Rodi Greek Restaurant Welwyn,"... gift voucher is a thoughtful and memorable gift for anyone who loves great food. To request a voucher, fill out the form below with your details and we'll ...","""food"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
95,smartcdkeys.com,Buy Cineworld Cinema Gift Cards - Compare Prices,https://smartcdkeys.com/gr/agora-gift-cards/cineworld-cinema,Buy Cineworld Cinema Gift Cards - Compare Prices,Greece (EUR); Hungary (HUF); CIS; Russia / CIS (RUB); Ukraine (UAH); Turkey ... Cineworld Cinema 20 GBP Gift Card από $31.36 £1.15 per £1 Cineworld Cinema ...,"""cinema"" ""gift card"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
95,supportnow.org,New Gift Card for THE RHODES FAMILY,https://www.supportnow.org/the-rhodes-family/gift-cards/new,New Gift Card for THE RHODES FAMILY,The recipient will choose their preference from these options. DoorDash gift card; Uber Eats gift card; Grubhub gift card; Instacart gift card.,"""Rhodes"" ""gift card""",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
95,thecardzoo.com,Trip To Corfu Pass Personalised Gift Voucher Surprise ...,https://thecardzoo.com/trip-to-corfu-pass-personalised-gift-voucher-surprise-trip-holiday-ticket/,Trip To Corfu Pass Personalised Gift Voucher Surprise ...,"This Trip To Corfu Pass Personalised Gift Voucher Surprise Trip Holiday Ticket is printed onto high quality satin finish card, measures 21.5 x 10.6cm and comes ...","""Corfu"" ""gift voucher""",4,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
95,vouchersdepot.com,Gift Card - Attica - Greece,https://www.vouchersdepot.com/product/Greece/ATTICA,Gift Card - Attica - Greece,Gift Card - Attica - Greece. Το attica είναι το μεγαλύτερο ... attica is the country's largest department store which is located in five locations in Greece ...,"""department store"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
95,wizzgift.com,Abdullah Electronics Gift Voucher - Buy with Crypto,https://www.wizzgift.com/en-GR/gift-cards/abdullah-electronics-gift-voucher,Abdullah Electronics Gift Voucher - Buy with Crypto,"Buy Abdullah Electronics Gift Voucher with crypto, secure digital delivery, and worldwide support. Shop on WizzGift Greece today!","""electronics"" ""gift voucher"" Greece",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
95,xbankang.com,What Greece Gift Card is Available? Discover Now,https://www.xbankang.com/blogs/greece-gift-card-available-now-in-2025,What Greece Gift Card is Available? Discover Now,"The most frequent uses of a gift card in Greece are at fashion outlets, electronics suppliers and supermarkets. ... Gift Card Store in Greece.","""electronics"" ""gift card"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
90,beatone.co.uk,Be At One Greek St | Bar Gift Card,https://www.beatone.co.uk/greek-street-soho/gift-cards,Be At One Greek St | Bar Gift Card,"Whether it's for a birthday, Christmas, hen night, or just because, it is THE bar gift card that says ""you deserve a day that starts with cocktails"". BUY NOW, ...","""bar"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|brand_domain_match,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
90,bkstr.com,Rhodes College Gift Cards,https://www.bkstr.com/rhodesstore/shop/gift-cards,Rhodes College Gift Cards,"See all Health, Wellness & Beauty · See all Sale & Clearance. Store Hours Track an Order ... $50 Gift Card ADD TO BAG. $50 Gift Card. $50.00. $500 Gift Card ADD ...","""Rhodes"" ""beauty"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
90,europages.co.uk,Gift card Greece | B2B companies and suppliers | europages,https://www.europages.co.uk/companies/greece/gift-card.html,Gift card Greece | B2B companies and suppliers | europages,"Peristeri. Employees. 1-4. Delivery: Europe. Distributor. Online store for mobile accessories, electronics, car accessories, household appliances ...","""Peristeri"" ""electronics"" ""gift card""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|repeated_source|multi_source|brand_domain_match,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
90,lacretechamber.com,2017 Restaurant Gift Card Winners,https://lacretechamber.com/2017-restaurant-gift-card-winners/,2017 Restaurant Gift Card Winners,"2017 Restaurant Gift Card Winners. Published ... Crete, AB T0H 2H0. View Full Listing ...","""Crete"" ""restaurant"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,reseller_editorial_or_false_greece_signal
80,anastasiaskouzina.com.au,Gift Vouchers - Greek Sweets,https://www.anastasiaskouzina.com.au/products/gift-voucher,Gift Vouchers - Greek Sweets,Bakery · Pantry ... The recipient will automatically receive an email with a digital gift voucher code that can be used to purchase any products on our site.,"""bakery"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
80,bulldogflowersofathens.com,"Gift Card - Athens, GA",https://bulldogflowersofathens.com/products/gift-card-prd-gift_card,"Gift Card - Athens, GA","Send Gift Card - flower bouquet with Bulldog Flowers in Athens, GA. Fresh, handcrafted flowers with same-day delivery available.","""Athens"" ""flowers"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
80,lingolifto.com,Gift voucher Meaning in Greek,https://www.lingolifto.com/greek/noun/gift-voucher/D9yk_jc9u4U/,Gift voucher Meaning in Greek – δωροεπιταγή,"Learn the English word 'gift voucher' with Greek translation, a simple definition, audio pronunciation, example sentences, and a short listening story.","""audio"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,reseller_editorial_or_false_greece_signal
80,mygreekkitchen.com.au,Gift Vouchers - Greek Cooking Classes,https://mygreekkitchen.com.au/gift-vouchers-greek-cooking,Gift Vouchers - Greek Cooking Classes,"My Greek Kitchen gift voucher is a great present for someone special celebrating a birthday, anniversary, Christmas gift, or a wonderful way of saying thank ...","""kitchen"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
80,sendvalu.com,Send Gift Cards to Greece Instantly,https://www.sendvalu.com/en/send-digital-gift-cards-to-greece,Send Gift Cards to Greece Instantly,"Easily transfer money or top up mobile phones to support and stay connected with loved ones. ... A gift card is more than a present, it's a way to show ...","""mobile phones"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,reseller_editorial_or_false_greece_signal
65,alamy.com,Gift card display at store Stock Photos and Images,https://www.alamy.com/stock-photo/gift-card-display-at-store.html,Gift card display at store Stock Photos and Images,"Poznan, Poland - 26 July 2025: Modern electronics store displays iPhone 16 poster, ... Thessaloniki, Greece - November 24 2025: LIDL Christmas seasonal ...","""Thessaloniki"" ""electronics"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
65,athensnailbar.com,Gift Card | Nail Salon 30606,https://athensnailbar.com/gift-card/,Gift Card | Nail Salon 30606,"ATHENS NAIL BAR is a one-stop beauty salon where you can be pretty from top to toe with well-polished nails, nourished hands and feet, silky-soft skin, and ...","""Athens"" ""nails"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
60,jstor.org,On the Effect of Gift Vouchers Versus Direct ...,https://www.jstor.org/stable/26967334,On the Effect of Gift Vouchers Versus Direct ...,"από Y Ding · 2020 · Γίνεται αναφορά σε 46 — Because the number of cakes sold is a dis- crete nonnegative count and the data were quite dispersed, we ... a gift voucher for making the purchase. Participants ...","""Crete"" ""jewelry"" ""gift voucher""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_snippet|repeated_source,AUTO_GREECE_RELEVANT,non_gr_domain_with_clear_greece_signal,REJECT,known_foreign_false_positive_or_reseller
