score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v2_bucket,v2_reason,v3_bucket,v3_reason
100,levainbakery.com,Levainbakery,https://levainbakery.com/products/rise-ai-giftcard?srsltid=AfmBOoqA_xdSU_lxLa0uGkejyQw58NTmylx4Ez4OIN8oyQfBIkqKP53Z,E-Gift Card (for Nationwide Shipping Only),Greece USD $; Greenland USD $; Grenada USD $; Guadeloupe USD $; Guatemala ... E-Gift Card - Levain Bakery. Get a Free Tote With ...,"""bakery"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,known_non_greece_false_positive
80,livlig.com,LIVLIG Gift Voucher – Give Joy for Garden & Balcony,https://livlig.com/en-eu/products/livlig-voucher,LIVLIG Gift Voucher – Give Joy for Garden & Balcony,LIVLIG Gift Voucher – Give Joy for Garden & Balcony. With the LIVLIG voucher ... Greece Flag Greece. Ireland Flag Ireland. Portugal Flag Portugal. Hungary ...,"""Greece"" ""garden"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,known_non_greece_false_positive
70,loulerie.com,Loulerie Digital Gift Voucher,https://loulerie.com/products/loulerie-gift-card?srsltid=AfmBOorbyVHgZ1n7-0h9WbWlL2BvTdpqulPJMPMhqxhfVZHuC_7oWysA,Loulerie Digital Gift Voucher,"Hermina Athens · Joanna Laura Constantine · Loulerie Gifting Jewellery · Loulerie ... Great experience, bought my wife some jewelry, lost receipts, she went ...","""Athens"" ""jewelry"" ""gift voucher""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,known_non_greece_false_positive
85,magento2dev.wellshaved.gr,Wellshaved,https://magento2dev.wellshaved.gr/dorokarta-wellshaved,Δωροκάρτα Wellshaved,Δωροκάρτα Wellshaved. Αν θέλετε να προσφέρετε ... Skin Food · After Shave Balm · After Shave Lotion ... Δωροκάρτα. Αρχική; Δωροκάρτα. Αγορά κατά. Επιλογες Αγορων.,"site:.gr ""food"" ""δωροκάρτα""",7,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,REJECT,staging_support_booking_or_dev_subdomain
80,mizensir.com,The Perfect Niche Perfume Gift Card | Mizensir Luxury,https://www.mizensir.com/en-kw/products/la-carte-cadeau-mizensir?srsltid=AfmBOopGrTuGbpdSxtut2z-7Z0MaIxvBpYa6SEKJOEde_rv8iPhLi0jr,The Perfect Niche Perfume Gift Card | Mizensir Luxury,"GIFT CARD | MIZENSIR. No reviews. Sale price100.00 ... Artisanal perfume house, founded in 1999 in Geneva by Master Perfumer Alberto Morillas. ... Greece (EUR €)","""perfume"" ""gift card"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,known_non_greece_false_positive
100,mycover-protection.com,Motorcycle gift voucher for real bikers - MYCOVER® Protection,https://www.mycover-protection.com/en/produkt/gift-voucher/,Motorcycle gift voucher for real bikers - MYCOVER® Protection,"Motorcycle gift voucher: MYCOVER® Online store gift voucher ... Greece, 9,90 € / free shipping from 99€ order value. Ireland, 9,90 € / free ...","""motorcycle"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,known_non_greece_false_positive
100,mykonos-grill.com,Mykonos Grill,https://mykonos-grill.com/gift-cards/,Gift Cards - Mykonos Grill,"Give us a call, come to our location, or send us an e-mail to purchase a gift card for your loved one today ... Kids Menu · Wine Menu · Gallery · Private Dining.","""Mykonos"" ""kids"" ""gift card""",1,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,known_non_greece_false_positive
100,princess.com,Princess Gift Cards,https://www.princess.com/ships-and-experience/celebrations/gift-cards,Princess Gift Cards,Greece · Iceland · Italy · Mediterranean · Norway · Scandinavia & Baltics ... Check your gift card balance and get back to making cruise memories. Redeem ...,"""cruise"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,known_non_greece_false_positive
100,santorinigreekgrill.com,Santorini Greek Grill Gift Cards,https://santorinigreekgrill.com/gift-cards,Santorini Greek Grill Gift Cards,Buy Santorini Greek Grill gift cards online. The perfect gift for any occasion. Send a gift card instantly to family or friends.,"""Santorini"" ""gift card""",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,known_non_greece_false_positive
100,santorinipizza.com,Santorini Pizza & Pasta Gift Cards,https://santorinipizza.com/gift-cards,Santorini Pizza & Pasta Gift Cards,"Give the gift of a delicious meal with our restaurant gift cards! Perfect for any occasion, our gift cards can be used for takeout or delivery. Gift Card Amount.","""Santorini"" ""restaurant"" ""gift card""",1,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,known_non_greece_false_positive
100,saunainter.com,GIFT VOUCHER 1000 - Saunainter Latvia,https://www.saunainter.com/lv/de/geschenkidee/geschenkgutschein/gift-card-1000/,GIFT VOUCHER 1000 - Saunainter Latvia,"... lightingHARVIA Lighting · CARIITTI LIGHTING · Fiber ... GIFT VOUCHER 1000. Select gift card. Gift card value ... Greece, Greenland, Grenada, Guadeloupe, Guam ...","""Greece"" ""lighting"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,known_non_greece_false_positive
100,sausalitoferry.com,Gift Card for Sausalito Ferry Co. Toy Store,https://www.sausalitoferry.com/products/gift-card,Gift Card for Sausalito Ferry Co. Toy Store,"Greece (EUR €) ... Sausalito Ferry gift card with $25 value featuring Golden Gate Bridge silhouette and ""Keep Sausalito.","""ferry"" ""gift card"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,known_non_greece_false_positive
65,shoeq.ae,Shoeq Gift Card,https://www.shoeq.ae/products/gift-card?srsltid=AfmBOoqykK5t7ixR44Gj-6ImWRhMMvmrSjiK1E6l06nrU8Hx3eGdQo5p,Shoeq Gift Card | Gift Voucher By ...,"Hania Luxe tan leather cushioned slides Dubai flat shoes Greece. HOT. Sold Out ... Handcrafted in Crete, Greece, these...","""Crete"" ""shoes"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,known_non_greece_false_positive
85,spitishop.gr,Οδηγός Αγοράς Για Δωροκάρτες | Spitishop.gr,https://www.spitishop.gr/content/283-odigos-agoras-gia-dorokartes,Οδηγός Αγοράς Για Δωροκάρτες | Spitishop.gr,Ανακαλύψτε στο Spitishop tips & συμβουλές για τις δωροκάρτες Spitishop. Προσφέρετε ως δώρο μια δωροκάρτα ... Decor Ango Brilliant Diolamp Eurolamp Grundig Heronia ...,"site:.gr ""decor"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,REJECT,content_page_not_direct_giftcard_offer
100,sprhodes.com,Archives - SP RHODES®,https://sprhodes.com/product-category/gift-cards/,Gift Cards Archives - SP RHODES®,CUSTOMIZABLE KIDS GEAR. All Youth Equestrian · Hats · Tops · Outerwear · Belts ... $750 SP RHODES Gift Card · SP RHODES GIFT CARD $500 · $500 SP RHODES Gift Card.,"""Rhodes"" ""kids"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,content_page_not_direct_giftcard_offer
80,staging.bestwishes.gr,Δωροκάρτα - Bestwishes - WPB Jewelry - Bestwishes,https://staging.bestwishes.gr/en/product-category/dwrokarta/,Δωροκάρτα - Bestwishes - WPB Jewelry - Bestwishes,Δωροκάρτα Bestwishes: Χαρίστε μία δωροκάρτα και ... Clothing · Diapers · Mumz · Toys · Men · Accessories · Bags ... Δωροκάρτα. Διαλέξτε το ποσό που επιθυμείτε ...,"site:.gr ""clothing"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,REJECT,staging_support_booking_or_dev_subdomain
100,support.only.com,Gift card – Home page - ONLY,https://support.only.com/hc/en-gr/sections/10146879330321-Gift-card,Gift card – Home page - ONLY,Home page · Payment & Gift cards · Gift card. Gift card. BESTSELLER's electronic gift card terms of use · Home page. English (Greece) ... (Ελλάδα) English (Austria) ...,"""home"" ""gift card"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,staging_support_booking_or_dev_subdomain
85,theartstore.gr,δωροκάρτα Archives - The Art Store,https://theartstore.gr/product-tag/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,δωροκάρτα Archives - The Art Store,... Art Store · Καλάθι Αγορών €0.00 0 ... δωροκάρτα. Εμφάνιση του μοναδικού αποτελέσματος ... Art Store - a project by atsompanis. Αρ. ΓΕΜΗ: 137831855000. fbpx.,"site:.gr ""art"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,REJECT,content_page_not_direct_giftcard_offer
80,travelgift.uk,Travel Gift Card The Perfect Present Idea,https://travelgift.uk/,Travel Gift Card The Perfect Present Idea,"Make gifting easy with a Travel Gift Card UK. Ideal for any occasion, it ... Kifisia (Greece), Athens Down Town Hotel Deliveries (Greece), Chalkida Evia ...","""Kifisia"" ""gym"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal,REJECT,known_non_greece_false_positive
