score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v2_bucket,v2_reason,v3_bucket,v3_reason
80,asianforall.gr,Δωροκάρτα Asian For All 50ε,https://asianforall.gr/books/vivlia-kinezikwn/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-asianforall/,Δωροκάρτα Asian For All 50ε,50.00€. Προσθήκη στο καλάθι. Προϊόν. Δωροκάρτα Asian ... AUDIO 33.00€.,"site:.gr ""audio"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,babyhug.gr,Αγοράστε μία Δωροεπιταγή - Baby Hug,https://babyhug.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Baby Hug,"Baby Hug · 0 · Καλάθι0 προϊόν(τα) 0,00€ 0. Αναζήτηση... Αγοράστε μία Δωροεπιταγή. home · O Λογαριασμός μου · Αγορά Δωροεπιταγής. Αυτή η δωροεπιταγή θα ...","site:.gr ""baby"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,beautyqueens.gr,Beauty Queens,https://www.beautyqueens.gr/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα - Beauty Queens,Δωροκάρτα Η δωροκάρτα μας είναι η ιδανική επιλογή για να κάνετε δώρο ... © 2013 - 2026 • Beauty Queens • All Rights Reserved. Page load ...,"site:.gr ""beauty"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,bellekids.gr,Αγοράστε μία Δωροεπιταγή - Bellekids,https://bellekids.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Bellekids,Αγοράστε μία Δωροεπιταγή. Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη. E-mail παραλήπτη.,"site:.gr ""kids"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,bestwestern.gr,Best Western Gift Card,https://www.bestwestern.gr/ro/travel-card,Best Western Gift Card,"Best Western Gift Card (numit și „Travel Card”) este un card cadou preplătit care poate fi achiziționat și reîncărcat (în anumite cazuri) online în USD, CAD, ...","site:.gr ""technology"" ""gift card""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,biano.gr,Δωροκάρτα 30€ | BIANO,https://www.biano.gr/proion/v/258790556-dorokarta-30eur,Δωροκάρτα 30€ | BIANO,Δωροκάρτα 30€ · Παρόμοια προϊόντα · Τα καλύτερα προϊόντα από Mom&Me Family Concept Store · Σχετικά με το Biano · Για χρήστες · Για καταστήματα · Φροντίστε να ...,"site:.gr ""concept store"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,blacklotusmassage.gr,Black Lotus Massage Δωροκάρτα 30 Ευρώ,https://blacklotusmassage.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-40-%CE%B5%CF%85%CF%81%CF%8E/,Black Lotus Massage Δωροκάρτα 30 Ευρώ,"Μασάζ στην Γλυφάδα Massage Glyfada Επαγγελματικό Χαλαρωτικό Μασάζ Το καλύτερο Massage Γλυφάδα Γλυφάδα. ... Δωροκάρτα 50 Ευρώ. 50,00 €. Από. Μήνυμα δώρου. Black ...","site:.gr ""massage"" ""δωροκάρτα""",1,data\discovery\focused-harvest-v7\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,blackswan-lbs.gr,Δωροκάρτα - Blackswan-lbs.gr,https://www.blackswan-lbs.gr/index.php?route=product/product&product_id=849,Δωροκάρτα - Blackswan-lbs.gr,"Δώστε τους τη δυνατότητα να επιλέξουν αυτό που πραγματικά επιθυμούν, ανάμεσα σε αμέτρητες επιλογές,. προσφέροντάς τους μια Δωροκάρτα Black Swan Luxury Beauty ...","site:.gr ""luxury"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,bodywise.gr,Δωροκάρτα - Bodywise Studio στη Θεσσαλονίκη,https://bodywise.gr/dorokarta/,Δωροκάρτα - Bodywise Studio στη Θεσσαλονίκη,Outdoor Training · Ελεύθερα Βάρη και Μηχανήματα Δύναμης · Λάστιχα Ενδυνάμωσης ... Δωροκάρτα. Home; Δωροκαρτα. Διαλέξτε από τη μεγάλη γκάμα ολιστικών θεραπειών ...,"site:.gr ""outdoor"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,borsanuova.gr,Borsanuova,https://borsanuova.gr/product-category/dorokartes/,Δωροκάρτες,Δωροκάρτα Borsanuova 100€ | Borsa Nuova | Δωροκάρτες | Borsa Nuova ... Έλεγξε και τα ανεπιθύμητα αν δεν το βρεις. Borsa Nuova Leather · Bags · Travel. Η ...,"site:.gr ""bags"" ""δωροκάρτα""",7,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,boss-shoes.gr,Αγοράστε μία Δωροεπιταγή - Boss Shoes!,https://www.boss-shoes.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Boss Shoes!,Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. ... Γίνε μέλος στο Newsletter της Boss Shoes και κέρδισε εκπτωτικό ...,"site:.gr ""shoes"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,cafemanteio.gr,Cafe Manteio - Ψυχικοί Σύμβουλοι,https://cafemanteio.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα - Cafe Manteio - Ψυχικοί Σύμβουλοι,Cafe Manteio – Ψυχικοί Σύμβουλοι. Προηγούνται τα ... Αρχική σελίδα / Χωρίς κατηγορία / Δωροκάρτα.,"site:.gr ""cafe"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,calza.gr,Calza,https://www.calza.gr/proion/dorokarta/,Δωροκάρτα - Calza,Kids · Αθλητικές · Αστραγάλου · Μεσαίου Μεγέθους · Packs · GREEKSTEPS · Gift Card ... #ilovesocks #calza ##socks #jimmylionsocks #thessaloniki. ##ilovesocks # ...,"""Thessaloniki"" ""kids"" ""δωροκάρτα""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,catrinbeaute.gr,Αγοράστε μία Δωροεπιταγή - Catrinbeaute,https://www.catrinbeaute.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Catrinbeaute,Eolia Cosmetics · Ardell Professional ... Αγοράστε μία Δωροεπιταγή. Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας.,"site:.gr ""cosmetics"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,cestino.gr,Δωροκάρτα – Cestino,https://cestino.gr/product-category/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα – Cestino,Δωροκάρτα · Σπίτι · Κουζίνα · Hobby · Περιποίηση · Παιδί · Κατοικίδια · Προσφορές Έως και 18/05 · Δωροκάρτα.,"site:.gr ""hobby"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
55,coffeelovers.gr,Coffeelovers Giftcard,https://coffeelovers.gr/product/coffeelovers-giftcard/,Coffeelovers Giftcard,Δωροκάρτα (Giftcard) · Αρχική · Επαγγελματικός Εξοπλισμός Cafe – Bar · Το αντικείμενο μας · Οι Υπηρεσίες μας · SCA Coffee Skills Diploma · SCA Coffee Skills ...,"site:.gr ""cafe"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
55,colordrop.gr,Giftcard - ColorDrop,https://colordrop.gr/giftcard/,Giftcard - ColorDrop,Δωροκάρτα μέσω e-mail. Κάντε ένα ξεχωριστό δώρο στα αγαπημένα σας πρόσωπα ... BUSINESS DECOR · Google reviews · IRIS Card · NFC Business Card · Social Links ...,"site:.gr ""decor"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,confetti-gifts.gr,Δωροκάρτα - Confetti - Gifts,https://confetti-gifts.gr/product/dwrokarta-confetti-gifts/,Δωροκάρτα - Confetti - Gifts,"Χάρισε απόλυτη ευελιξία με τη δωροκάρτα Confetti Gifts! Ιδανική για κάθε περίσταση, με άμεση ηλεκτρονική αποστολή και επιλογή ποσού.","site:.gr ""gifts"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,decomagia.gr,Decomagia,https://www.decomagia.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%B5%CF%80%CE%B9%CF%84%CE%B1%CE%B3%CE%AE/?srsltid,Δωροεπιταγή,"INKA SILK VIVA DECOR 62,5ML · PERLEN PEN 25ML VIVA DECOR · ΑΚΡΥΛΙΚΑ ΧΡΩΜΑΤΑ ... Δωροεπιταγή. Κωδικός προϊόντος: 245253. Κωδικός Κατασκευαστή: gft1. BOX NOW ...","site:.gr ""decor"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
85,designerclothes.gr,Αγοράστε μία Δωροεπιταγή - Designer Clothes,https://designerclothes.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Designer Clothes,"Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ... Copyright © 2021, Designer Clothes Fashion Store - Σχεδίαση και φιλοξενία AWE.gr.","site:.gr ""fashion"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,district75.gr,Χάρισε μια Δωροκάρτα - District75,https://www.district75.gr/doro-karta,Χάρισε μια Δωροκάρτα - District75,e-Gift Card · All For You. Επιστροφές. Χάρισε μια Δωροκάρτα ... Η Δωροκάρτα εξαργυρώνεται στο district75.gr & σε όλα τα φυσικά καταστήματα ZAKCRET Sports.,"site:.gr ""sports"" ""gift card""",7,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,dmktools.gr,Δωροκάρτα - Dmktools.gr,https://dmktools.gr/product/organa-metrisis/trochi-odikis-metrisis/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα - Dmktools.gr,Δωροκάρτα. 32.00€. Δωροκάρτα ποσότητα. Προσθήκη στο καλάθι. Προσθήκη στην λίστα επιθυμιών. Κατηγορία: Τροχοί Οδικής Μέτρησης. Κοινοποίηση. Facebook Email ...,"site:.gr ""tools"" ""δωροκάρτα""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
80,eboxing.gr,eboxing,https://www.eboxing.gr/%CF%80%CF%81%CE%BF%CF%8A%CF%8C%CE%BD%CF%84%CE%B1/gift/,Δωροκάρτα eboxing,"... Δωροκάρτα eboxing. / Προϊόν.. Δωροκάρτα eboxing. 10,00 € - 500,00 €. Σε ... fitness, ακόμη και όργανα γυμναστικής. Εύκολα Βήματα για να χαρίσεις eGift ...","site:.gr ""fitness"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe,AUTO_SAFE_GREECE,greek_tld_direct_title
