score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v2_bucket,v2_reason
80,angelopouloshair.gr,Gift Card | AngelopoulosHair,https://www.angelopouloshair.gr/en/dorokartes?srsltid=AfmBOopSrCMnfE7kswjWktDCrTT6aSFoi5VjZx_G2eM9i0Hu-h69_FoG,Gift Card | AngelopoulosHair,Barber Chairs · Pets · Barber Corner. Back; View all products · Mens Cologne · Shampoo ... Gift Card. gift-first. MAKE A NICE GIFT. gift-sect-one. Give a gift ...,"""barber"" ""gift card"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
80,angelsflowers.gr,Angelsflowers,https://angelsflowers.gr/product/dwrokarta/,Δωροκάρτα,Δωροκάρτα. Πληροφορίες Παράδοσης. Παράδοση παντού στη ... Βρείτε μας στα: Instagram Facebook. © Copyright 2023. All Rights Reserved by Angel's Flowers.,"site:.gr ""flowers"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
65,araks.com,Gift Card - Araks,https://www.araks.com/collections/gift-card?srsltid=AfmBOor4_h3wh72qnmNZ_yDFpDzNSqh25YqHObiZbuID0WM9OSkl0AdT,Gift Card - Araks,Greece (EUR €); Greenland (DKK kr.) Grenada (XCD $); Guadeloupe (EUR ... Araks is consciously crafted lingerie and swimwear. Committed to taking care ...,"""Greece"" ""lingerie"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
80,art-center.com.gr,Art Center,https://www.art-center.com.gr/categories/4565/dora-doroepitages-/,Δωροεπιταγές,Δωροεπιταγές · Προϊόντα · ΕΥΡΟΣ ΤΙΜΗΣ · Δωροεπιταγή 10 euro · Δωροεπιταγή 20 euro · Δωροεπιταγή 30 euro · Δωροεπιταγή 50 euro · Δωροεπιταγή 100 euro · Η εταιρία.,"site:.com.gr ""δωροεπιταγές""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
80,asianforall.gr,Δωροκάρτα Asian For All 50ε,https://asianforall.gr/books/vivlia-kinezikwn/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-asianforall/,Δωροκάρτα Asian For All 50ε,50.00€. Προσθήκη στο καλάθι. Προϊόν. Δωροκάρτα Asian ... AUDIO 33.00€.,"site:.gr ""audio"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
100,ataratma.com,Ataratma London Gift Card,https://www.ataratma.com/products/gift-card?srsltid=AfmBOopMgCCx1R1xXvkBoSmNrlmSFsqID5XEsjGryqQtPe0TPJ1_8bdd,Ataratma London Gift Card,Greece (EUR €); Guernsey (GBP £); Hong ... ATARATMA perfume bottles on a reflective surface with 'GIFT VOUCHER' text above.,"""Greece"" ""perfume"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
100,atenskincare.com,ATEN Skincare Gift Voucher | Digital Gift Card,https://atenskincare.com/products/aten-skincare-gift-voucher?srsltid=AfmBOorGDAEAEO-8oyRf8B6sM10NatJlGUbmeZ1HQnciGu6lCgJ8qBUM,ATEN Skincare Gift Voucher | Digital Gift Card,"ATEN Skincare Gift Voucher. Regular price €25,00. Sale price €25,00 Regular ... Greece (EUR €), Hungary (HUF Ft), Ireland (EUR €), Italy (EUR €), Latvia (EUR ...","""skincare"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
100,athens-theater.com,Gift Cards - Athens Theater,https://www.athens-theater.com/for-you/gift-cards,Gift Cards - Athens Theater,Suggestions. A Beautiful Noise at Classic Center Theatre; The Wiz at Classic Center Theatre ... gift card email you receive. 10. In the event an eGift Card code ...,"""theatre"" ""gift card"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
100,athensphototour.com,We are now offering Gift Cards - AthensPhotoTour.com,https://www.athensphototour.com/we-are-now-offering-gift-cards/,We are now offering Gift Cards - AthensPhotoTour.com,"You can even slice a 200 euros gift card from our daily photo tours, the Athens full day Photo tour,; or the Peloponnese full day Photo tour.","""tour"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
100,aureliamobilespa.com,Aurelia Mobile Spa | Spa Services in Corfu,https://aureliamobilespa.com/gift-cards-mobile-spa-in-corfu/,Gift Cards | Aurelia Mobile Spa | Spa Services in Corfu,"Give the gift of relaxation, rejuvenation, and self-care with our exquisite spa gift cards. Order your gift card & let the tranquility begin! Mobile Spa Corfu.","""Corfu"" ""spa"" ""gift card""",6,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
85,babyhug.gr,Αγοράστε μία Δωροεπιταγή - Baby Hug,https://babyhug.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Baby Hug,"Baby Hug · 0 · Καλάθι0 προϊόν(τα) 0,00€ 0. Αναζήτηση... Αγοράστε μία Δωροεπιταγή. home · O Λογαριασμός μου · Αγορά Δωροεπιταγής. Αυτή η δωροεπιταγή θα ...","site:.gr ""baby"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
80,beautyqueens.gr,Beauty Queens,https://www.beautyqueens.gr/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα - Beauty Queens,Δωροκάρτα Η δωροκάρτα μας είναι η ιδανική επιλογή για να κάνετε δώρο ... © 2013 - 2026 • Beauty Queens • All Rights Reserved. Page load ...,"site:.gr ""beauty"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
85,bellekids.gr,Αγοράστε μία Δωροεπιταγή - Bellekids,https://bellekids.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Bellekids,Αγοράστε μία Δωροεπιταγή. Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη. E-mail παραλήπτη.,"site:.gr ""kids"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
80,belletrice.com,Belletrice Cosmetics gift voucher,https://belletrice.com/en/products/belletice-cosmetics-geschenkgutschein?srsltid=AfmBOorg99tZi5WaQ-aAzY-ANn8oyRL0NFmdYVlDqq6bv65aqj5yQtTg,Belletrice Cosmetics gift voucher,"Greece (EUR €); Greenland (DKK kr.) Grenada (XCD $); Guadeloupe (EUR ... Belletrice Cosmetics gift voucher. Regular price: €20 ,00. Regular price: Sale ...","""cosmetics"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
75,best4travel.ie,Holiday Gift Voucher Best4Travel Buy Online!,https://www.best4travel.ie/gift-voucher,Holiday Gift Voucher Best4Travel Buy Online!,Corfu Crete Halkidiki Santorini Kos. Portugal. Algarve Lisbon Madeira ... Flight & Hotel All. Sun Holidays. Sun Holidays Sun. USA / Canada. USA and Canada ...,"""Corfu"" ""hotel"" ""gift voucher""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
85,bestwestern.gr,Best Western Gift Card,https://www.bestwestern.gr/ro/travel-card,Best Western Gift Card,"Best Western Gift Card (numit și „Travel Card”) este un card cadou preplătit care poate fi achiziționat și reîncărcat (în anumite cazuri) online în USD, CAD, ...","site:.gr ""technology"" ""gift card""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
85,biano.gr,Δωροκάρτα 30€ | BIANO,https://www.biano.gr/proion/v/258790556-dorokarta-30eur,Δωροκάρτα 30€ | BIANO,Δωροκάρτα 30€ · Παρόμοια προϊόντα · Τα καλύτερα προϊόντα από Mom&Me Family Concept Store · Σχετικά με το Biano · Για χρήστες · Για καταστήματα · Φροντίστε να ...,"site:.gr ""concept store"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
80,blacklotusmassage.gr,Black Lotus Massage Δωροκάρτα 30 Ευρώ,https://blacklotusmassage.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-40-%CE%B5%CF%85%CF%81%CF%8E/,Black Lotus Massage Δωροκάρτα 30 Ευρώ,"Μασάζ στην Γλυφάδα Massage Glyfada Επαγγελματικό Χαλαρωτικό Μασάζ Το καλύτερο Massage Γλυφάδα Γλυφάδα. ... Δωροκάρτα 50 Ευρώ. 50,00 €. Από. Μήνυμα δώρου. Black ...","site:.gr ""massage"" ""δωροκάρτα""",1,data\discovery\focused-harvest-v7\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
80,blackswan-lbs.gr,Δωροκάρτα - Blackswan-lbs.gr,https://www.blackswan-lbs.gr/index.php?route=product/product&product_id=849,Δωροκάρτα - Blackswan-lbs.gr,"Δώστε τους τη δυνατότητα να επιλέξουν αυτό που πραγματικά επιθυμούν, ανάμεσα σε αμέτρητες επιλογές,. προσφέροντάς τους μια Δωροκάρτα Black Swan Luxury Beauty ...","site:.gr ""luxury"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
80,bodywise.gr,Δωροκάρτα - Bodywise Studio στη Θεσσαλονίκη,https://bodywise.gr/dorokarta/,Δωροκάρτα - Bodywise Studio στη Θεσσαλονίκη,Outdoor Training · Ελεύθερα Βάρη και Μηχανήματα Δύναμης · Λάστιχα Ενδυνάμωσης ... Δωροκάρτα. Home; Δωροκαρτα. Διαλέξτε από τη μεγάλη γκάμα ολιστικών θεραπειών ...,"site:.gr ""outdoor"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
80,borsanuova.gr,Borsanuova,https://borsanuova.gr/product-category/dorokartes/,Δωροκάρτες,Δωροκάρτα Borsanuova 100€ | Borsa Nuova | Δωροκάρτες | Borsa Nuova ... Έλεγξε και τα ανεπιθύμητα αν δεν το βρεις. Borsa Nuova Leather · Bags · Travel. Η ...,"site:.gr ""bags"" ""δωροκάρτα""",7,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
85,boss-shoes.gr,Αγοράστε μία Δωροεπιταγή - Boss Shoes!,https://www.boss-shoes.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Boss Shoes!,Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. ... Γίνε μέλος στο Newsletter της Boss Shoes και κέρδισε εκπτωτικό ...,"site:.gr ""shoes"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
100,bristolcourses.com,Gift Vouchers | Bristol Courses,https://www.bristolcourses.com/courses/gift-vouchers/,Gift Vouchers | Bristol Courses,Classics – Latin & Greek · Dutch · French ... Give the gift of learning with our course gift voucher. Learn a New Language with. Bristol Courses Language School.,"""language school"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
85,brunchies.shop,LENIKA gift voucher - brunchies,https://brunchies.shop/en/products/lenika-geschenkgutschein,LENIKA gift voucher - brunchies,... gift voucher. LENIKA gift voucher. Zoom. Previous. Next ... Brunchies combines haircare and jewelry. Hair ... Greece (EUR €) Greenland (EUR €) Grenada (EUR ...,"""haircare"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
80,cafemanteio.gr,Cafe Manteio - Ψυχικοί Σύμβουλοι,https://cafemanteio.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα - Cafe Manteio - Ψυχικοί Σύμβουλοι,Cafe Manteio – Ψυχικοί Σύμβουλοι. Προηγούνται τα ... Αρχική σελίδα / Χωρίς κατηγορία / Δωροκάρτα.,"site:.gr ""cafe"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
80,calza.gr,Calza,https://www.calza.gr/proion/dorokarta/,Δωροκάρτα - Calza,Kids · Αθλητικές · Αστραγάλου · Μεσαίου Μεγέθους · Packs · GREEKSTEPS · Gift Card ... #ilovesocks #calza ##socks #jimmylionsocks #thessaloniki. ##ilovesocks # ...,"""Thessaloniki"" ""kids"" ""δωροκάρτα""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card,GREEK_SAFE,greek_domain_second_pass_safe
100,canaves.com,Gift Card – Canaves Oia Santorini | Store,https://store.canaves.com/gift-card/,Gift Card – Canaves Oia Santorini | Store,Gift card confirmation will be sent to your email address. Terms ... Canaves Oia Resort.,"""resort"" ""gift card"" Greece",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,GREEK_SAFE,non_gr_domain_with_clear_greece_signal
