bucket,reason,merchantName,expectedTitle,expectedOfficialUrl,finalUrl,httpStatus,pageTitle,h1,evidenceGiftKeyword,evidencePurchaseSignal,evidenceBadRole
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Athenssportsmassage","Gift cards Το απόλυτο δώρο χαλάρωσης για τους ...","https://www.athenssportsmassage.gr/gift-cards/","https://www.athenssportsmassage.gr/gift-cards/","200","Gift cards Το απόλυτο δώρο χαλάρωσης για τους αγαπημένους σου","Δωροκάρτες Μασαζ","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Athinatzika","Gift Card - Athina Tzika | Yoga, Pilates & Ολιστικές Θεραπείες","https://athinatzika.gr/giftcard/","https://athinatzika.gr/giftcard/","200","Gift Card - Athina Tzika | Yoga, Pilates & Ολιστικές Θεραπείες","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Atmospherespa","Atmospherespa Gift Card","https://atmospherespa.gr/gift-card/","https://atmospherespa.gr/gift-card/","200","Gift Card &#8211; Atmosphere Spa","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Aurorajewellery","Aurorajewellery Gift Card","https://aurorajewellery.gr/products/gift-card","https://aurorajewellery.gr/products/gift-card","200","Gift Card &ndash; AURORAJEWELLERY","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Avgerinospharmacy","Gift Card!","https://avgerinospharmacy.gr/products/gift-card","https://avgerinospharmacy.gr/products/gift-card","200","Gift Card! - Avgerinos Pharmacy","Gift Card!","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Avvento Shoes","Avvento Shoes Gift Card 50€","https://www.avvento-shoes.gr/avvento/gift-card-50eu-gift-card-50eu-101","https://www.avvento-shoes.gr/avvento/gift-card-50eu-gift-card-50eu-101","200","GIFT CARD 50€ | Avvento Shoes","GIFT CARD 50€","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Babybluecollections","Gift Card – babybluecollections.gr","https://babybluecollections.gr/products/gift-card","https://babybluecollections.gr/products/gift-card","200","Gift Card &ndash; babybluecollections.gr","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Babyllama","Gift Card | Δωροκάρτα | Baby Llama","https://www.babyllama.gr/shop/diakosmisi-diakosmitika/set-dorou-%ce%b2%cf%81%ce%b5%cf%86%ce%b9%ce%ba%ce%b5%cf%82-%cf%86%cf%89%ce%bb%ce%b9%ce%b5%cf%82/gift-card-2/","https://www.babyllama.gr/shop/diakosmisi-diakosmitika/set-dorou-%ce%b2%cf%81%ce%b5%cf%86%ce%b9%ce%ba%ce%b5%cf%82-%cf%86%cf%89%ce%bb%ce%b9%ce%b5%cf%82/gift-card-2/","200","Gift Card | Δωροκάρτα | Baby Llama","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Babyvalia","GIFT CARD ‣ Βabyvalia","https://babyvalia.gr/product-category/baby-shower/gift-card/","https://babyvalia.gr/product-category/baby-shower/gift-card/","200","GIFT CARD &#x2023; Βabyvalia","","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Badayestudio","Badayestudio Gift Card","https://badayestudio.gr/product/gift-card/","https://badayestudio.gr/product/gift-card/","200","Gift Card - Badaye","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Bakuk","Δωροκάρτα - Bakuk","https://bakuk.gr/%CF%80%CF%81%CE%BF%CF%8A%CF%8C%CE%BD/gift-card/","https://bakuk.gr/%CF%80%CF%81%CE%BF%CF%8A%CF%8C%CE%BD/gift-card/","200","Δωροκάρτα | Bakuk","Δωροκάρτα","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Balootoys","Gift Card - BalooToys","https://balootoys.gr/en/gift-card/","https://balootoys.gr/en/gift-card/","200","Gift Card - BalooToys","Λεωφόρος Καλοκαιρινού 51, 71201 Heraclion, Crete","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Bambinokids","Bambinokids Gift Card","https://bambinokids.gr/product/gift-card/","https://bambinokids.gr/product/gift-card/","200","Gift Card - Bambinokids","","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Baseandtop","Baseandtop Gift Card","https://baseandtop.gr/products/gift-card","https://shop.baseandtop.gr/products/gift-card","200","Gift Card &ndash; Base & Top | Nails. Beauty. Skincare.","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Beauty Case","Beauty Case Gift Card","https://www.beauty-case.gr/product-category/giftcard/","https://www.beauty-case.gr/product-category/giftcard/","200","Giftcard - Beauty Case","Giftcard","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Beauty Plus","Beauty Plus Gift Card","https://www.beauty-plus.gr/collections/gift-card","https://www.beauty-plus.gr/collections/gift-card","200","GIFT CARD","GIFT CARD","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Beautybliss","GIFT CARD | BeautyBliss","https://www.beautybliss.gr/gift-card","https://www.beautybliss.gr/gift-card","200","GIFT CARD | BeautyBliss","eGift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Beautycityspa","e-GIFT CARD beauty city spa","https://www.beautycityspa.gr/gift-card","https://www.beautycityspa.gr/gift-card","200","e-GIFT CARD beauty city spa &mdash; BeautyCitySpa ☎️2105052413","BeautyCitySpa ☎️2105052413","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Beautyclinic","Gift Card, Πρωτότυπη κάρτα Δώρου","https://beautyclinic.gr/index.php/gift-card","https://beautyclinic.gr/index.php/gift-card","200","Gift Card, Πρωτότυπη κάρτα Δώρου","","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Beautylafee","Beauty La Fée - Gift Card","https://beautylafee.gr/shop/gift-card/beauty-la-fee-gift-card/","https://beautylafee.gr/shop/gift-card/beauty-la-fee-gift-card/","200","Beauty La Fée - Gift Card | Beauty La Fée","Beauty La Fée &#8211; Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Beautypeak","Gift Card - Δωροκάρτα","https://www.beautypeak.gr/gift-card","https://www.beautypeak.gr/gift-card","200","Δωροκάρτα | Beauty Peak","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Beautyprincess","BeautyPrincess Gift Card","https://beautyprincess.gr/gifts/gift-cards","https://beautyprincess.gr/gifts/gift-cards","200","Gift Cards | Δωροκάρτες BeautyPrincess για κάθε περίσταση","Τα αγαπημένα σου, καλύτερα μαζί.","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Bebestars","Bebestars Gift Card","https://www.bebestars.gr/dwrokarta/giftcard/","https://www.bebestars.gr/dwrokarta/giftcard/","200","Bebe Stars","Δωροκάρτα","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Bilanis","Δωροκάρτα - Bilanis.gr","https://bilanis.gr/egift-card/","https://bilanis.gr/egift-card/","200","Δωροκάρτα","","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Bimboshoes","Bimboshoes Gift Card","https://www.bimboshoes.gr/product/gift-card/","https://www.bimboshoes.gr/product/gift-card/","200","Gift Card &#8211; Bimbo Shoes ©","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Blinefashion","Bline Gift Card– Ιδανικό δώρο για κάθε περίσταση","https://blinefashion.gr/product/dorokarta/","https://blinefashion.gr/product/dorokarta/","200","Bline Gift Card– Ιδανικό δώρο για κάθε περίσταση","Δωροκάρτα","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Bloeur","GIFT CARD BLOEUR","https://bloeur.gr/product-category/gift-card/","https://bloeur.gr/product-category/gift-card/","200","GIFT CARD - Bloeur","GIFT CARD","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Botano","Gift Cards","https://botano.gr/collections/gift-cards","https://botano.gr/collections/gift-cards","200","Gift Cards &ndash; Botano","Gift Cards","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Boudoirspawellness","Δωροκάρτα Boudoir Spa Wellness","https://boudoirspawellness.gr/product/gift-card/","https://boudoirspawellness.gr/product/gift-card/","200","Δωροκάρτα Boudoir Spa Wellness - Boudoir Spa Wellness","Δωροκάρτα Boudoir Spa Wellness","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Business Travel","Business Travel Gift Card","https://business-travel.gr/tour/business-travel-giftcard/","https://business-travel.gr/tour/business-travel-giftcard/","200","Business Travel Giftcard - Corporate Travel | DMC | MICE | International Conventions","Business Travel Giftcard","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Buzzsneakers","Οροι Χρησης Καρτας Δωρου – Gift Card | Buzz - Online Shop","https://www.buzzsneakers.gr/gift-card","https://www.buzzsneakers.gr/gift-card","200","Οροι Χρησης Καρτας Δωρου – Gift Card | Buzz - Online Shop","Οροι Χρησης Καρτας Δωρου – Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Bwoman","Δωροκάρτα | B Woman","https://bwoman.gr/product/gift-card/","https://bwoman.gr/product/gift-card/","200","Δωροκάρτα | B Woman","Δωροκάρτα","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Calzomania","Gift Card – Calzomania – Εσώρουχα και Μαγιό","https://www.calzomania.gr/product/gift-card/","https://www.calzomania.gr/product/gift-card/","200","Gift Card &#8211; Calzomania &#8211; Εσώρουχα και Μαγιό","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Candles Essences","Gift Cards","https://www.candles-essences.gr/product-category/gift-cards/","https://www.candles-essences.gr/product-category/gift-cards/","200","Candles-Essences.gr - Gift Cards","Gift Cards","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Caraveltravel","Gift Card - Δωροκάρτα","https://www.caraveltravel.gr/en/giftcard","https://www.caraveltravel.gr/en/giftcard","200","GiftCard","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Carlamco","Carlamco Gift Card","https://www.carlamco.gr/gift-card","https://www.carlamco.gr/gift-card","200","Δωροκάρτα","Δωροκάρτα","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Carousel","Gift Card Carousel - Αγόρι - Κορίτσι - 12-18 μηνών","https://carousel.gr/gift-card.html","https://carousel.gr/gift-card.html","200","Gift Card Carousel","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Carouselshoes","Carouselshoes Gift Card","https://carouselshoes.gr/product/gift-card/","https://carouselshoes.gr/product/gift-card/","200","Gift Card - Carousel Shoes","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Cavadelvino","Cavadelvino Gift Card","https://www.cavadelvino.gr/gift-card","https://www.cavadelvino.gr/gift-card","200","Gift Card | Cava Del Vino","eGift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Cavakalomenidis","Cavakalomenidis Gift Card","https://cavakalomenidis.gr/product/nees-paralaves/gift-card","https://cavakalomenidis.gr/product/nees-paralaves/gift-card","200","Gift Card | Cavakalomenidis","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Cavallo","Cavallo e-Gift Card","https://www.cavallo.gr/product-tag/gift-card/","https://www.cavallo.gr/product-tag/gift-card/","200","GIFT CARD - Cavallo","","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Centroboutique","Centroboutique Gift Card","https://centroboutique.gr/products/gift-card","https://centroboutique.gr/products/gift-card","200","Gift Card &ndash; Centro Boutique","","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Cocoonurbanspa","ΔΩΡΟΚΑΡΤΑ - Spa Cocoon","https://cocoonurbanspa.gr/gift-card/","https://cocoonurbanspa.gr/gift-card/","200","Gift card - Cocoon Urban Spa","Gift card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Completetravel","Gift Card • Κάρτα Δώρου","https://completetravel.gr/gift-card/","https://completetravel.gr/gift-card/","200","GIFT CARD - COMPLETE TRAVEL - ΤΑΞΙΔΩΤΙΚΟ ΓΡΑΦΕΙΟ - ΚΑΤΕΡΙΝΗ","Gift Card • Κάρτα Δώρου","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Coolclub","Αγόρασε μία Cool Club δωροκάρτα!","https://www.coolclub.gr/giftcard","https://www.coolclub.gr/giftcard","200","Coolclub","Δεν πρόλαβες να πάρεις δώρο? Δεν πειράζει!","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Creatorshop","Creatorshop Gift Card","https://creatorshop.gr/products/gift-card-1","https://creatorshop.gr/products/gift-card-1","200","GIFT CARD&ndash; Creatorshop","GIFT CARD","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Crudeshop","Gift Card | CrudeShop","https://en.crudeshop.gr/gift-card","https://en.crudeshop.gr/gift-card","200","Gift Card | CrudeShop","Crude Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Crystalswan","Gift Card - Crystal Swan","https://www.crystalswan.gr/product-category/gifts/gift-card/","https://www.crystalswan.gr/product-category/gifts/gift-card/","200","Δωροκάρτα Archives - Crystal Swan","Δωροκάρτα","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Culturalsociety","Gift Card Online - Cultural Society","https://www.culturalsociety.gr/product/gift-card-online/","https://www.culturalsociety.gr/product/gift-card-online/","200","Gift Card Online - Cultural Society","Gift Card Online","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Dahaproject","Dahaproject Gift Card","https://www.dahaproject.gr/component/virtuemart/gift-card?Itemid=368","https://www.dahaproject.gr/component/virtuemart/gift-card?Itemid=368","200","Daha Project | The handmade jewelry project","Gift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Dalis","Dalis Gift Card 20€","https://dalis.gr/product-category/gift-cards/","https://dalis.gr/product-category/gift-cards/","200","Gift cards - Dali&#039;s Boutique","Gift cards","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Decoro","δωροκαρτα","https://www.decoro.gr/giftcard/giftcard/","https://www.decoro.gr/giftcard/giftcard/","200","Decoro","","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Despykboutique","Ηλεκτρονική Δωροκάρτα - Giftcard","https://despykboutique.gr/product-category/gift-card/","https://despykboutique.gr/product-category/gift-card/","200","Ηλεκτρονική Δωροκάρτα - Giftcard - Despy K Boutique","Ηλεκτρονική Δωροκάρτα - Giftcard","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Diastours","Χαρίστε ένα Ταξίδι – Gift Vouchers","https://diastours.gr/gift-vouchers/","https://diastours.gr/gift-vouchers/","200","Gift Vouchers &#8211; DIAS TOURS","","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Didi","Κάρτα Δώρου – MrsDiDi CraftShop - didi.gr","https://www.didi.gr/products/gift-card","https://www.didi.gr/products/gift-card","200","Κάρτα Δώρου &ndash; MrsDiDi CraftShop","Κάρτα Δώρου","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Dimasis","Gift Card - Δωροκάρτα","https://www.dimasis.gr/gift-card","https://www.dimasis.gr/gift-card","200","Gift Card - Dimasis.gr","Δωροκάρτα","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Doctorfish","Δωροκάρτα Spa and Nail Bar στην Αθήνα","https://www.doctorfish.gr/gift-card-1","https://www.doctorfish.gr/gift-card-1","200","Gift Card Spa and Nail Bar in Athens | Doctor Fish Athens","eGift Card","true","true","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_GIFT_CARD_AND_PURCHASE_EVIDENCE","Dreamypicnics","Gift Card - Dreamy Picnics","https://www.dreamypicnics.gr/gift-card","https://www.dreamypicnics.gr/gift-card","200","Gift Card | Dreamy Picnics","Dreamy Picnics","true","true","false"
