score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v4_score,v4_bucket,v4_reason
100,deltarestaurant.gr,Προσφέρετε μια δωροκάρτα - Επιλέξτε την Αξία,https://deltarestaurant.gr/el/product/offer-a-gift-card-choose-the-value/,Προσφέρετε μια δωροκάρτα - Επιλέξτε την Αξία,Προσφέρετε μια δωροκάρτα - Επιλέξτε την Αξία. Voucher Value (50 - 800 ... Το Delta Restaurant βραβεύτηκε στα Mediterranean Special Awards 2023 του LA LISTE.,"site:.gr ""restaurant"" ""δωροκάρτα""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
100,dermargylab.gr,GIFT CARDS,https://www.dermargylab.gr/gift-cards/,GIFT CARDS,"ASAP Gym for the skin · HydroDermaBrasion · Φωτοθεραπεία · ΘΕΡΑΠΕΙΕΣ ΣΩΜΑΤΟΣ ... ✓ Χαρίζοντας τη Δωροκάρτα στο αγαπημένο σας πρόσωπο, ο παραλήπτης του δώρου ...","site:.gr ""gym"" ""δωροκάρτα""",3,data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
85,didocosmetics.gr,Archives,https://www.didocosmetics.gr/product-category/proionta/dwrokarta/,Δωροκάρτα Archives,Dido Cosmetics · 0 €0.00 · Αρχική; Μακιγιάζ. Πρόσωπο · Ντεμακιγιάζ ... Κατηγορία: Δωροκάρτα. Home / Eshop / Προϊόντα / Δωροκάρτα. €30.00 απομένουν ...,"site:.gr ""cosmetics"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
100,dimidistours.gr,my travel gift card,https://dimidistours.gr/my-travel-gift-card-%CE%B4%CF%89%CF%81%CE%BF%CE%B5%CF%80%CE%B9%CF%84%CE%B1%CE%B3%CE%AE-t275.html,my travel gift card - Δωροεπιταγή,Δημιουργήστε μια travel gift card - Δωροεπιταγή επιλεγοντας το ποσό που εσεις επιθυμείτε και αφήστε να τη χρησιμοποιήσουν μέσα σε ένα χρόνο με το μέσο και το ...,"site:.gr ""travel"" ""gift card""",5,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
100,easlanidis.gr,Δωροκάρτα,https://www.easlanidis.gr/gift-cards,Δωροκάρτα,Ήχος - Home Cinema. Ήχος - Home Cinema; Sounbars · Mini HiFi · Ηχεία All in One ... Δωροκάρτα. Το τέλειο δώρο για κάθε περίσταση! Η ηλεκτρονική δωροκάρτα ...,"site:.gr ""cinema"" ""δωροκάρτα""",3,data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
100,edenred.gr,Ticket Compliments,https://www.edenred.gr/etaireies/ticket-compliments-gift-card,Δωροκάρτα Ticket Compliments,Χαρίστε ένα έξυπνο δώρο στους ανθρώπους σας με τη δωροκάρτα Ticket Compliments. Ανακαλύψτε τη δωροκάρτα ... Ticket Restaurant · MyBenefits · Spendeo · Ticket ...,"site:.gr ""restaurant"" ""δωροκάρτα""",5,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
80,epixeiro.gr,SKY gift μια e,https://www.epixeiro.gr/business-news/article/304510/sky-gift-mia-e-dorokarta-ghia-olo-to-khrono-apo-ti-sky-express,SKY gift μια e-δωροκάρτα για όλο το χρόνο από τη SKY express,"SKY gift μια e-δωροκάρτα ... Πρόκειται για το «SKY gift», μία e-δωροκάρτα με ... Η Marine Tours εντάσσεται στο δίκτυο υποστηρικτών της πρωτοβουλίας ΕΛΛΑ-ΔΙΚΑ ΜΑΣ.","site:.gr ""marine"" ""δωροκάρτα""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
80,eroscandles.gr,Έρως Candles,https://eroscandles.gr/product/dorokarta/,Δωροκάρτα - Έρως Candles,Κωδικός προϊόντος: Μ/Δ Κατηγορία: Gift Card. Περιγραφή; Αξιολογήσεις (0). Το τέλειο δώρο για τους ... Home Decor Toggle child menu. Αρωματιστές · Gift Card.,"site:.gr ""decor"" ""gift card""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
100,eshop.handospa.gr,Product categories,https://eshop.handospa.gr/product-category/gift-cards,Gift Cards | Product categories,100€ Gift Card. 100 € per gift card. Select number of gift cards. 100 ... Hando Spa will remain closed for the rest of today due to a minor technical ...,"""Mykonos"" ""spa"" ""gift card""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
85,fagottobooks.gr,αξίας 40 ευρώ,https://fagottobooks.gr/en/6005-dorokarta-axias-40-eyro.html,Δωροκάρτα αξίας 40 ευρώ,Με τη δωροκάρτα αυτή δίνετε στα αγαπημένα σας πρόσωπα τα είδη που πραγματικά επιθυμούν. Η δωροκάρτα μπορεί να χρησιμοποιηθεί τόσο για online αγορές στο ...,"site:.gr ""books"" ""δωροκάρτα""",7,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
100,fashioncity-outlet.gr,Κέρδισε δωροεπιταγή -20% από τον Μουστάκα,https://www.fashioncity-outlet.gr/moystakas-giftcard/,Κέρδισε δωροεπιταγή -20% από τον Μουστάκα,Fashion City Outlet · ΤΟ OUTLET · ΘΕΣΕΙΣ ΕΡΓΑΣΙΑΣ · CONCEPT ... δωροεπιταγή -20% από τον Μουστάκα. Αυτό το Σάββατο 9 Δεκεμβρίου ...,"site:.gr ""fashion"" ""δωροεπιταγή""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
100,feedmepetshop.gr,/ Giftcard 25€ - Feed Me,https://www.feedmepetshop.gr/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-giftcard-25e/,Δωροκάρτα / Giftcard 25€ - Feed Me,"Δωροκάρτα / Giftcard 25€. 25,00 €. Άμεση αποστολή κουπονιού με email ... Pet Shop Θεσσαλονίκη. maestro mastercard visa sc_62x34 vbv. Μενού. Pet Shop - Feed Me.","site:.gr ""pet shop"" ""δωροκάρτα""",5,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
100,felicia-concept.gr,Greek Designers Store,https://felicia-concept.gr/product/gift-card/,Gift Card | Greek Designers Store,Shop the perfect present with a Felicia Concept Store Gift Card. Let your loved ones choose from elegant fashion and lifestyle products.,"""Crete"" ""fashion"" ""gift card""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
80,femmefatale.gr,Δωροκάρτα,https://femmefatale.gr/product-category/dorokarta/,Δωροκάρτα,Femme Fatale Thessaloniki.. Skip to content ... Δωροκάρτα. Αρχική σελίδα / Δωροκάρτα. Δωροκάρτα. Προβάλλονται όλα - 6 ...,"""Thessaloniki"" ""δωροκάρτα""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
100,fivepm.gr,5pm,https://fivepm.gr/products/gift-card?srsltid,Gift Card - 5pm,"Let them explore, express, and embrace the allure of 5pm with the flexibility of a gift card. Fashion dreams await! Wash & Care. Dry cleaning or hand wash in ...","site:.gr ""fashion"" ""gift card""",5,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
100,gateaux.com.gr,"50 Sets Gift Certificates For Business, Blank Kraft Gift Cards",https://www.gateaux.com.gr/Certificates-For-Business-Blank-Kraft-Gift-Cards-t-1312544,"50 Sets Gift Certificates For Business, Blank Kraft Gift Cards","50 Sets Gift Certificates For Business, Blank Kraft Gift Cards · Each Set Includes One Blank Kraft Paper Certificate (5.9x2.36 Inches) And A Matching Envelope ( ...","site:.com.gr ""gift cards""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
80,gatos-shoes.gr,75€ d75,https://gatos-shoes.gr/product/dorokarta-75e/,Δωροκάρτα 75€ d75,"Δωροκάρτα 75€ d75. 75,00 €. Από: Προς: Δωροκαρτα 75 ... info@gatos-shoes.gr. Καταστημα. K. Χιωτάκη 7 & Στρ. Τζανακάκη 11, Χανιά 731 34 ...","site:.gr ""shoes"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
100,gerochristojewelry.gr,Archives,https://gerochristojewelry.gr/jewelry/mwb_wgm_giftcard/?srsltid,Gift Card Archives,Gerochristo jewelry eshop buy online byzantine jewelry · WOMEN'S MEN'S GIFTS ... Gift Card. Home · Shop. Gift Card. FILTERS. Showing all 2 resultsSorted by ...,"site:.gr ""jewelry"" ""gift card""",5,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
100,godblesswomen.gr,25 CHF Gift card,https://godblesswomen.gr/products/25-chf-gift-card/236339811/?srsltid,25 CHF Gift card,"Outdoor & Sports · General · 25 CHF Gift card. Bestseller ranking. General. 1. Banshee Rune V3 Mountain Bike - 2020, X ...","site:.gr ""outdoor"" ""gift card""",4,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
80,grandpharmacy.gr,Δωροκάρτα Best Mom για τη Γιορτή της Μητέρας,https://grandpharmacy.gr/product/dorokarta_best_mom_giorth_miteras/,Δωροκάρτα Best Mom για τη Γιορτή της Μητέρας,Στείλτε τις ευχές και την αγάπη σας για τη Γιορτή της Μητέρας με ένα γλυκό μήνυμα και… μία δωροκάρτα από το Grandpharmacy.gr!,"site:.gr ""pharmacy"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
100,handospa.gr,Hando Massage & Spa,https://handospa.gr/en/massage-gift-card/,Hando Massage & Spa - Gift Card,Treat your loved ones to an unforgettable wellness experience with our luxurious spa and massage services. Wellness Gift Card. Escape from the ordinary ...,"site:.gr ""wellness"" ""gift card""",5,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,130,AUTO_SAFE,greek_tld|gift_title|gift_url|gift_snippet|repeated_source|multi_source
