score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v4_score,v4_bucket,v4_reason
100,lifestylegiftcards.co.uk,Lifestyle Gift Cards,https://www.lifestylegiftcards.co.uk/,Lifestyle Gift Cards,GIFT CARDS FOR EVERY OCCASION · Choose a gift card. For sending by post or email · Shop from hundreds of UK brands.,"""UK"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,marine-deals.co.nz,Marine Deals Gift Voucher with Sleeve,https://www.marine-deals.co.nz/gift-vouchers/marine-deals-gift-voucher-with-sleeve/p/84069/c/1126?srsltid=AfmBOorEc0CO-jC_robet4Pmft6dNc4IQBPSEVJlY3vjkWw3V5poBhiI,Marine Deals Gift Voucher with Sleeve,"The Marine Deals Gift Voucher includes a unique code that is entered upon checkout - so after your loved ones browse the website and add items to their cart, ...","""marine"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,medik8.com.cy,Medik8 CYPRUS* E,https://www.medik8.com.cy/products/medik8-e-gift-card?srsltid=AfmBOopU-lHw02o3ViKuvXo0Y6PvwBrqP6lJ9BWFTcoeO0fc9tF6ew4s,Medik8 CYPRUS* E-Gift Card,"A MEDIK8 CYPRUS* E-GIFT CARD by Medik8 is shown upright on a green textured surface with a matching fabric backdrop, offering a convenient digital gift option. ...","""Cyprus"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,next.co.uk,Classic Gift Cards | Next Official Site,https://www.next.co.uk/gift-cards,Classic Gift Cards | Next Official Site,"... uk · COACH · Mulberry · New In · Trainers ... With so much choice at their fingertips, give them the perfect present for every occasion with a gift card from Next ...","""UK"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
85,nobberpharmacy.voucherconnect.com,Nobber Pharmacy Gift Card - Nobber pharmacy Vouchers | Voucher ...,https://nobberpharmacy.voucherconnect.com/product/7900,Nobber Pharmacy Gift Card - Nobber pharmacy Vouchers | Voucher ...,"Buy a Nobber Pharmacy Gift Voucher and use it against any purchase in store. Voucher Value. Select Value, €25.00, €50.00, €75.00, €100.00 ...","""pharmacy"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,oblikeditions.company.site,Oblik Editions Gift card,https://oblikeditions.company.site/%CE%94%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-Gift-card-p264376435,Oblik Editions Gift card,Δωροκάρτα/Gift card. Κατάστημα/Θεσσαλονίκη/Thessaloniki. €20.00. Επιλέξτε ποσό. €20.00. €30.00. €50.00. €100.00. Σε στοκ. Ποσότητα:.,"""Thessaloniki"" ""δωροκάρτα""",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,odeon.co.uk,buy odeon gift cards online,https://www.odeon.co.uk/gift-cards/,buy odeon gift cards online,"Give the gift of cinema with an ODEON gift card to pay for tickets, snacks and drinks. Buy gift cards online.","""cinema"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,rhodeswood.co.uk,Rhodes-Wood E Gift Card,https://rhodeswood.co.uk/products/rhodes-wood-e-gift-card?srsltid=AfmBOop3cgjk-B6oOItpAHZRPeIoHO7yw-c9THIiCR2BGJOy8hdKDhlI,Rhodes-Wood E Gift Card,Rhodes-Wood E Gift Card. Show your appreciation with our e-gift cards! Our e-gift cards are the perfect way to surprise your loved ones.,"""Rhodes"" ""gift card""",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,robo.com.cy,ROBO Gift Voucher €100 - Electronics Gift Card Cyprus,https://robo.com.cy/products/robo-gift-voucher-100?srsltid=AfmBOopInlynQ7C8YGSYn1wYHtOo6Aynzdv13C_8QHXvdJ2R3Ndu_RhI,ROBO Gift Voucher €100 - Electronics Gift Card Cyprus,"Buy €100 ROBO gift voucher in Cyprus. Perfect gift for electronics enthusiasts, makers, and students. Redeemable on all products. Digital delivery.","""electronics"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,rockshop.co.nz,Gift Voucher Rockshop,https://www.rockshop.co.nz/gift-voucher?srsltid=AfmBOoqy8XDTx4mlBQnolOaX-R_DcH6LH0s7aAMbo0Zfj-u-BxG56-y-,Gift Voucher Rockshop,You can check your balance of your Gift Card here. ROCKSHOP & KBB MUSIC ELECTRONIC GIFT VOUCHER · ROCKSHOP & KBB MUSIC GIFT CARD VOUCHER - PHYSICAL GIFT CARD.,"""music"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,tholosrestaurant.co.uk,Gift Voucher - Tholos Restaurant,https://tholosrestaurant.co.uk/gift-voucher/,Gift Voucher - Tholos Restaurant,"Based on seasonal high-quality ingredients, most of which are supplied directly from Greece ... Gift Voucher · Contact Us. ©2026. Tholos Restaurant. All Rights ...","""restaurant"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,tinawingphotography.co.uk,Tina Wing Photography Gift Vouchers,https://www.tinawingphotography.co.uk/photography-gift-vouchers,Tina Wing Photography Gift Vouchers,Give that special gift of beautiful wedding and portrait photography with a Tina Wing Photography gift voucher. Phone now to book on 07927 515996.,"""photography"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,treatwell.co.uk,Treatwell Gift Card | The Ultimate Health & Beauty Gift Idea,https://www.treatwell.co.uk/gift-card/,Treatwell Gift Card | The Ultimate Health & Beauty Gift Idea,"Each Treatwell Gift Card carries a digital balance for pampering, redeemable at thousands of salons and wellness venues when you book on treatwell.co.uk or the ...","""UK"" beauty ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,tripadeal.com.au,TripADeal e-Gift Voucher | Tour Package,https://www.tripadeal.com.au/gift-vouchers,TripADeal e-Gift Voucher | Tour Package,"Europe. Hotels. Find your next escape. Exclusive Hotel Packages Curated ... To apply any remaining e-Gift Voucher balance to subsequent instalments payment, ...","""Europe"" travel ""gift voucher"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,tripadvisor.co.za,Buy gift voucher from UK for use in Italy - Tripadvisor,https://www.tripadvisor.co.za/ShowTopic-g187768-i20-k13556429-Buy_gift_voucher_from_UK_for_use_in_Italy-Italy.html,Buy gift voucher from UK for use in Italy - Tripadvisor,Buy gift voucher from UK for use in Italy ... Would like to give someone living in Italy a gift card or certificate for a meal out. Is there any way this can be ...,"""Italy"" travel ""gift voucher"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
80,voucher.ariescreative.com,Gift voucher - smartVoucher,https://voucher.ariescreative.com/widget/voucher.php?kID=V001023&lng=3&css=https://voucher.ariescreative.com/admin/images/user_upload/k23/voucher.css&path=/en/service/voucher&furl=https%3A%2F%2Fwww.vierjahreszeiten.it%2Fen%2Fservice%2Fvoucher%3F_gl%3D1%252A12f3cw%252A_up%252AMQ..%252A_gs%252ANQ..%26cHash%3D396baebf253439adc7b7a9c5a1f22ca1,Gift voucher - smartVoucher,Gift voucher. Create your own voucher and choose the amount you want to give ... Partial massage (legs or back). Pure relaxation for legs or back. The ...,"""massage"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
80,vouchers.kmmaltairlines.com,KM Malta Gift Vouchers,https://vouchers.kmmaltairlines.com/,KM Malta Gift Vouchers,Customise Your Gift Voucher. Voucher Theme. ❮. Upload your own image. Custom ... 2025 © KM Malta Airlines Limited. All rights reserved.,"""Malta"" travel ""gift voucher"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,wickedthemusical.co.uk,Wicked Gift Cards | Wicked The Musical - UK,https://www.wickedthemusical.co.uk/giftcards/,Wicked Gift Cards | Wicked The Musical - UK,Choose your seats on the theatre seat plan and proceed to the check out. At the checkout enter your unique Gift Card code where indicated and proceed to enter ...,"""theatre"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
100,wollongong.nsw.gov.au,Gift Vouchers | Wollongong City Leisure Centres,https://wollongong.nsw.gov.au/leisurecentres/join/gift-vouchers,Gift Vouchers | Wollongong City Leisure Centres,"A Wollongong City Leisure Centres gift voucher is a great option for that hard to buy person, or someone who wants to get fit.","""fitness"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,105,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match
