score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v4_score,v4_bucket,v4_reason
100,grandangletours.com,Give the Adventure: The Grand Angle Gift Card,https://grandangletours.com/the-grand-angle-gift-card,Give the Adventure: The Grand Angle Gift Card,"Give the Adventure: The Grand Angle Gift Card · An original gift, valid throughout Europe! · Why choose our gift card? · How to get your gift card? · How to Use It.","""adventure"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
100,healthandfitnesstravel.com,Gift Card,https://www.healthandfitnesstravel.com/gift-card/,Gift Card,Health and Fitness Travel Gift Voucher · Give the Gift of Wellness with a Luxury Travel Voucher · How to redeem your Health and Fitness Travel Gift Card.,"""fitness"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
100,help.flightcentre.co.uk,How to Use a Gift Voucher with Flight Centre,https://help.flightcentre.co.uk/s/article/how-to-use-a-gift-voucher-uk,How to Use a Gift Voucher with Flight Centre,how-to-use-a-gift-voucher-uk. Article Details. Leisure Content. A Gift Voucher is commonly issued for a Flight Centre promotion or marketing activity. These ...,"""UK"" travel ""gift voucher"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-100,REJECT,bad_subdomain
100,help.kmmaltairlines.com,How can I redeem my Gift Voucher?,https://help.kmmaltairlines.com/s/article/How-can-I-redeem-my-gift-voucher,How can I redeem my Gift Voucher?,How can I redeem my Gift Voucher? Gift vouchers can be redeemed as payment for KM Malta Airlines flights (in both Economy and Business Class) as well as for ...,"""Malta"" travel ""gift voucher"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-100,REJECT,bad_subdomain
100,help.myswitzerland.com,Where can I find gift vouchers for travelling in Switzerland?,https://help.myswitzerland.com/hc/en-us/articles/360001142669-Where-can-I-find-gift-vouchers-for-travelling-in-Switzerland,Where can I find gift vouchers for travelling in Switzerland?,Seize the chance and create a voucher that is as unique as the recipient. Link. Find the right gift voucher now ... What can I do in Switzerland in summer?,"""Switzerland"" travel ""gift voucher"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-100,REJECT,bad_subdomain
100,help.revolut.com,How to redeem RevPoints for gift cards,https://help.revolut.com/en-GR/help/revpoints/gift-cards/how-to-redeem-gift-cards/,How to redeem RevPoints for gift cards,Airline Miles · eSIM · Shops · Gift Cards · Stays ... You can use your RevPoints to redeem 2 types of gift cards — a code-redeemable gift card or an auto-applied ...,"""airline"" ""gift card"" Greece",3,data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-100,REJECT,bad_subdomain
100,help.ryanair.com,Gift Cards,https://help.ryanair.com/hc/en-gb/categories/12503071460881-Gift-Cards,Gift Cards,"Austria (German). Belgium (Dutch). Belgium (French). Bosnia (English) ... You won't be able to use a Gift Card for car hire, transfers, or hotel bookings.","""Austria"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-100,REJECT,bad_subdomain
100,help.spacenk.com,Gift Cards FAQs,https://help.spacenk.com/hc/en-us/articles/360007266053-Gift-Cards-FAQs,Gift Cards FAQs,... Ireland. We reserve the right to refuse the redemption of any gift card and e-gift card purchased via third party websites. Please note only one e-gift card ...,"""Ireland"" beauty ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-100,REJECT,bad_subdomain
85,help.sportsdirect.gr,Αντιμετωπίζω προβλήματα με τη δωροκάρτα ή τη δωροεπιταγή μου,https://help.sportsdirect.gr/hc/el/articles/6018338408863-%CE%91%CE%BD%CF%84%CE%B9%CE%BC%CE%B5%CF%84%CF%89%CF%80%CE%AF%CE%B6%CF%89-%CF%80%CF%81%CE%BF%CE%B2%CE%BB%CE%AE%CE%BC%CE%B1%CF%84%CE%B1-%CE%BC%CE%B5-%CF%84%CE%B7-%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-%CE%AE-%CF%84%CE%B7-%CE%B4%CF%89%CF%81%CE%BF%CE%B5%CF%80%CE%B9%CF%84%CE%B1%CE%B3%CE%AE-%CE%BC%CE%BF%CF%85,Αντιμετωπίζω προβλήματα με τη δωροκάρτα ή τη δωροεπιταγή μου,Αντιμετωπίζω προβλήματα με τη δωροκάρτα ή τη δωροεπιταγή μου · Οι δωροκάρτες και τα ηλεκτρονικά κουπόνια ισχύουν για δύο χρόνια μετά την αγορά τους. · Οι ...,"""experience"" ""δωροκάρτα"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,-100,REJECT,bad_subdomain
100,help.tigerofsweden.com,Can I Pay with a Voucher or a Gift Card?,https://help.tigerofsweden.com/hc/en-us/articles/360011215079-Can-I-Pay-with-a-Voucher-or-a-Gift-Card,Can I Pay with a Voucher or a Gift Card?,Can I Pay with a Voucher or a Gift Card? ... Please note that gift cards purchased in-store can only be redeemed in physical Tiger of Sweden retail stores and ...,"""Sweden"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-100,REJECT,bad_subdomain
100,hotelandcateringreview.ie,The Europe Hotel & Resort Gift Card,https://hotelandcateringreview.ie/2020/give-the-gift-of-luxury-this-christmas-with-the-europe-hotel-resort/the-europe-hotel-resort-gift-card/,The Europe Hotel & Resort Gift Card,The Europe Hotel & Resort Gift Card. By Hotel and Catering News|2020 ... Europe Hotel & Resort Gift Card. Get Social. #GMA22IRL. Find It.,"""Europe"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
100,lifehappensoutdoors.com,Adventure Gift Vouchers & Travel Gift Cards | LHO,https://lifehappensoutdoors.com/life-happens-outdoors-gift-card/?srsltid=AfmBOorguVTiwbVsDh401a2Ty6v0DuwmFPc4ZsbfzjuLqGN3I_Vt8G73,Adventure Gift Vouchers & Travel Gift Cards | LHO,"Greece · Italy · Norway · Scotland ... Each adventure gift voucher can be used toward guided trekking, climbing, mountaineering and outdoor experiences worldwide.","""outdoor"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
55,m-s-v.eu,MSV Vouchers,https://m-s-v.eu/en/stands-cables-accessories/gift-voucher/?srsltid=AfmBOormGxXvgh-hKxXst6oMe4rzxoRZS6Svxj96Z6JE_lP7JYEhROd5,MSV Vouchers,"Audio & PA · DJ · Cases · Stands, Cables, Accessories · SALE · News · Show all Music ... MSV Gift Voucher EUR 150,00. MSV Gift Vouchers ...","""audio"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
80,mail.anouar.gr,Μασάζ,https://mail.anouar.gr/doro-masaz/,Δωροκάρτα Μασάζ,Δωροκάρτα Μασάζ - Χαρίστε Μοναδικές Στιγμές Χαλάρωσης ... δωροκάρτα για επαγγελματικό μασάζ που θα τους χαρίσει βαθιά αναζωογόνηση και ανακούφιση ... wellness. Η ...,"site:.gr ""wellness"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,-100,REJECT,bad_subdomain
85,marashoes.gr,Αγοράστε μία Δωροεπιταγή,https://marashoes.gr/pages/agora-dwroepitagis?srsltid,Αγοράστε μία Δωροεπιταγή,"Mara Shoes Newsletter ... Αυτό το Email δεν είναι έκγυρο ή χρησιμοποιείται ήδη. Κλείσιμο. Αγοράστε μία Δωροεπιταγή ... Copyright © 2026, Mara Shoes. Αρ. ΓΕΜΗ: ...","site:.gr ""shoes"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
100,memrise.com,How to say the gift card in Greek,https://www.memrise.com/en-us/learn-greek/greek-course/phrasebook/65723643396354/how-to-say-the-gift-card-in-greek,How to say the gift card in Greek,η δωροκάρτα. Hear how a local says it. Arrow image. Hear how a local says it. Arrow ... Giving Gifts. Lesson. 22 words/phrases. Search for #content you enjoy.,"""gifts"" ""δωροκάρτα"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
100,mgc-europe.com,"Portugal's gift card market, quiet boom with growing opportunity",https://mgc-europe.com/f/portugal%E2%80%99s-gift-card-market-quiet-boom-with-growing-opportunity,"Portugal's gift card market, quiet boom with growing opportunity",OláCard. Portugal's leading gift card marketplace. Proof that we don't just advise — we build and operate successful platforms. Discover OláCard →.,"""Portugal"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
100,miamitattoo.gr,TATTOO GIFT CARD -,https://miamitattoo.gr/news/EN/Our_News/News_Events/TATTOO-GIFT-CARD,TATTOO GIFT CARD -,TATTOO · DRAW · PIERCING · VIDEO · Our News · Special Thanks · News & Events · Book Now! Contact Us. Our News \ News & Events. TATTOO GIFT CARD. back.,"site:.gr ""tattoo"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
100,naos-optics.com,Naos,https://www.naos-optics.com/en-eu/products/naos-gift-card?srsltid=AfmBOorLIP5X0dwstG2EH52-8s3yODLSLG0J1hCzaJy4Bgz-LdvbtpzU,Naos - Gift Card,"Surprise your loved ones with a gift card, applicable to all our products ... info@naos-optics.com. Born in Belgium. BE0786.373.258. Newsletter. Stay up ...","""optics"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
100,nellasina.de,Gift voucher,https://nellasina.de/en/products/gift-voucher?srsltid=AfmBOooNlou2p8kY5do1FCs_9ml3j4Vqp4rvXK7iDC6CDeHd7luVRKD7,Gift voucher,"Gift voucher. Sale price€25,00. Tax included. Shipping calculated at ... Jewelry care · Together for Animals · Events · Newsletter. INFO. About us · Engraving ...","""jewelry"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
60,news.gtp.gr,Sabre: Eleventh-hour Christmas Shoppers are Driving a Boom ...,https://news.gtp.gr/2023/12/13/sabre-eleventh-hour-christmas-shoppers-are-driving-a-boom-in-hotel-gift-card-sales/,Sabre: Eleventh-hour Christmas Shoppers are Driving a Boom ...,"... technology provider. The hotel gift card industry is burgeoning; currently worth around $60bn, and growing year-on-year at an average rate ...","site:.gr ""technology"" ""gift card""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,-100,REJECT,bad_subdomain
55,news.travelling.gr,Celebrity Cruises Hires Agnes Fasano as Global Marketing ...,https://news.travelling.gr/2023/03/celebrity-cruises-hires-agnes-fasano-as-global-marketing-manager-for-corporate-groups-charters-gift-cards/,Celebrity Cruises Hires Agnes Fasano as Global Marketing ...,"She now joins Celebrity, with 15 years of experience within the cruise industry, in Marketing and the gift card market. Fasano's passion for ...","site:.gr ""cruise"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,-100,REJECT,bad_subdomain
100,niche-beauty.com,Gift Cards,https://www.niche-beauty.com/en-de/info/gift-cards,Gift Cards,"CLEAN IS COOL! the Studio · Beauty Deals · 2 Free Samples · Gift Card · Newsletter ... Portugal, Puerto Rico, Qatar, Reunion, Romania, Saint Kitts and Nevis ...","""Portugal"" beauty ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
100,quora.com,How to buy a gift card for someone in Greece,https://www.quora.com/How-do-I-buy-a-gift-card-for-someone-in-Greece,How to buy a gift card for someone in Greece,How do I buy a gift card for someone in Greece?,"""Thessaloniki"" ""restaurant"" ""gift voucher""",5,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
100,radissonhotels.com,Gift card terms and conditions,https://www.radissonhotels.com/en-us/gift-card/terms-and-conditions,Gift card terms and conditions,"... Poland, Portugal, Saudi Arabia, Serbia, Slovakia, Slovenia, Spain, Sweden ... Upon purchase of the Gift Card at a hotel, no handling or delivery charges apply.","""Poland"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
100,recruitingforgood.com,How to Earn $5000 Luxury Gift Card to Stay at The ...,https://recruitingforgood.com/how-to-earn-5000-luxury-gift-card-to-stay-at-the-sweetest-hotel-in-santorini/,How to Earn $5000 Luxury Gift Card to Stay at The ...,Want to earn $5000 Luxury Gift Card to Stay at The Sweetest Hotel (This month she reviewed Grace Hotel in Santorini) visit TheSweetestHotels.,"""Santorini"" ""hotel"" ""gift card""",1,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
100,santorininapanee.com,Loyalty & Gift Cards,https://santorininapanee.com/loyalty-gift-card/?srsltid=AfmBOoqefjYcgZegjHNSV8RZ-TW_1P89wbvnL-sQI9U_40A5zqBPdm99,Loyalty & Gift Cards,how to purchase a gift card: You can purchase a Santorini Mediterranean Grill Gift Card either in-store or online. Simply choose the amount you'd like to load ...,"""Santorini"" ""gift card""",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
100,santorinirestaurantgrillbar.com.au,Santorini Restaurant Grill Bar - Gift vouchers,https://www.santorinirestaurantgrillbar.com.au/gift-vouchers,Santorini Restaurant Grill Bar - Gift vouchers,"Santorini Restaurant Grill Bar - Gift vouchers. An authentic slice of Greece in Newstead. BUY A GIFT VOUCHER. “Absolutely fabulous meal, delicous, generous ...","""Santorini"" ""gift voucher""",4,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
100,sourceforge.net,Best Gift Card Software in Europe - Page 2,https://sourceforge.net/software/gift-card/europe/?page=2,Best Gift Card Software in Europe - Page 2,Compare the Top Gift Card Software in Europe as of June 2026 - Page 2 · Ackroo · Enjovia · Yiftee · Rise.ai · Ellacard · Novus Loyalty · NGC · Giftly.,"""Europe"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,-80,REJECT,editorial_reseller_platform_signal
