score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason
100,karenrhodesart.com,Karen Rhodes Art,https://www.karenrhodesart.com/s/gift-cards,Gift cards | Karen Rhodes Art,... Where to find Karen Rhodes Art; More. Need to check gift card balance? Give the Perfect Gift. Get a voucher for yourself or gift one to a friend.,"""Rhodes"" ""jewelry"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,katoflitavern.gr,www.katoflitavern.gr,https://www.katoflitavern.gr/en/product/dorokarta/,Δωροκάρτα – www.katoflitavern.gr,"Offer the Gift of a Dining Experience. Gift Card Amount. Choose an amount, 50 €, 100 €, 150 €, 200 €, Other amount. Clear. Other amount (€).","site:.gr ""experience"" ""δωροκάρτα""",6,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
100,kavalacollective.com,Kavala Collective Gift Card,https://kavalacollective.com/products/gift-card?srsltid=AfmBOopiLqPZBN96atWIM08GUWDQUAPddWw_YVId-pJqYnQbGfNATdGA,Kavala Collective Gift Card,Give the gift of choice with a Kavala Collective Gift Card. Gift cards are delivered by email and contain instructions to redeem them at checkout.,"""Kavala"" ""gift card""",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,kidsradio.com,Gift cards Kids Radio+ - Kidsradio.com,https://www.kidsradio.com/oroi-diagonismon/gift-cards-kids-radio-plus/,Gift cards Kids Radio+ - Kidsradio.com,"... Kids Radio 88.6 και θα αναδειχθούν πέντε (5) νικητές, κατόπιν κλήρωσης, οι οποίοι θα κερδίσουν ο καθένας από μια δωροκάρτα (gift card) για 2 μήνες δωρεάν ...","""kids"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,kitemana.com,Kitemana Gift Card 10,https://www.kitemana.com/kitemana/gift-card-10-94294,Kitemana Gift Card 10,Car Accessories · Lycra's Men · Lycra's Women · Sunscreen; 8Protection; 4Spare ... The gift voucher comes by post with a unique code. The code can be redeemed ...,"""car accessories"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,kivotosoniron.gr,Kivotos Oniron | ideas for kids,https://www.kivotosoniron.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα - Kivotos Oniron | ideas for kids,"Δωροκάρτα ; Price range · €10,00 through €200,00 ; Κωδικός προϊόντος: Μ/Δ ; Κατηγορία: ΔΩΡΟΚΑΡΤΑ ; Newsletter. Εγγραφή στο ενημερωτικό δελτίο ; KIVOTOSONIRON 2025 ...","site:.gr ""kids"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
80,kos-paris.com,KOS PARIS Gift Card,https://kos-paris.com/a/l/en/products/carte-cadeau-kos-paris,KOS PARIS Gift Card,"Let your friends and family discover KOS PARIS thanks to our Digital Gift Card! Select the amount you wish to offer, and print it out in seconds.","""Kos"" ""gift card""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,kosallure.com,"KOS ALLURE Gift Card - Korean Skincare & Beauty, Las ...",https://kosallure.com/products/kos-allure-gift-card-korean-skincare-beauty-las-vegas?srsltid=AfmBOoqe3VRPDSYZdx7SYO1NeLc9xRVjf6c0pXz07P15TDSNOCYQKbMo,"KOS ALLURE Gift Card - Korean Skincare & Beauty, Las ...","KOS ALLURE Gift Card ... Love K-Beauty, but don't know what they're using? Gift Card is the perfect solution! Shop through various Korean Skincare brands and ...","""Kos"" ""beauty"" ""gift card""",1,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,kosmig.de,Gift voucher - Kosmig,https://www.kosmig.de/en/gift-voucher/,Gift voucher - Kosmig,You want to do something special to your loved ones? Treat them to a Kosmig-gift voucher. Learn more. Making an appointment. We take time for you ...,"""Kos"" ""gift voucher""",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,kospilarhotel.com,KOS Pilar Hotel,https://www.kospilarhotel.com/en/category/Gift-Card,Gift Card - KOS Pilar Hotel,Gift Card. Tienda / Gift Card · Gift Card · Gift Card. $200.000 ... SPA & FITNESS CENTER · TRUFA RESTAURANT. Newsletter ... All rights reserved | KOS Pilar Hotel.,"""Kos"" ""spa"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
85,kouskoufashionproject.gr,Kouskoufashionproject,https://kouskoufashionproject.gr/en/collections/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1,Δωροκάρτα,Δωροκάρτα. Filter. Sort by. Most relevant. Featured ... Whether you are in Rhodes or part of our online ... © 2026 Kouskou Fashion Project. Powered by ...,"""Rhodes"" ""fashion"" ""δωροκάρτα""",7,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
100,kronenhotels.no,Kronen Hotels Gift Cards,https://kronenhotels.no/en/gift-cards/,Kronen Hotels Gift Cards,"Svithun Hotell, Hotel Sverre, MatVærket and Bakernes Paradis, unless the gift card is purchased for a specific location or package.","""Kos"" ""hotel"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
85,lahjakortti.scandichotels.fi,Scandic Hotels gift cards,https://lahjakortti.scandichotels.fi/shop/lang/en,Scandic Hotels gift cards,Redeemable at any Scandic Hotel in Finland and valid for 12 months from the day you purchased it. The gift card cannot be exchanged for money. The gift card is ...,"""Finland"" hotel ""gift card"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,larissaann.com,Larissa Ann Fine Art Gift Card,https://larissaann.com/products/larissa-ann-fine-art-gift-card,Larissa Ann Fine Art Gift Card,"Give the gift of choice with a Larissa Ann Fine Art Gift Card. Perfect for prints, ornaments, or custom commissions—art as unique as your loved one.","""Larissa"" ""gift card""",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,larrykinghair.com,Larry King Haircare Gift Card,https://larrykinghair.com/products/larry-king-haircare-gift-card?srsltid=AfmBOoqNaR2ThCSN7Hdnke41dViqtqHvI4kmoQ_2QS3YPrK7WYFaKwq9,Larry King Haircare Gift Card,"Give the gift of great hair with a Larry King Haircare digital gift card. Perfect for styling, scalp care & haircare essentials. Online use only.","""haircare"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,lartedimassaggio.gr,Δωροκάρτα Μασάζ L'Arte di Massaggio -,https://lartedimassaggio.gr/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα Μασάζ L'Arte di Massaggio -,Η δωροκάρτα μασάζ και όχι μόνο μας παρέχει την ελευθερία στον παραλήπτη ... Body Massage · Body Treatments · Face Treatments · Slimming & Sculpting Massage.,"site:.gr ""massage"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
85,lavalmore.gr,Lavalmore,https://lavalmore.gr/categories/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/?srsltid,Δωροκάρτα,Χάρισε ένα μοναδικό δώρο σε εκείνους που αγαπάς με την δωροκάρτα του Lavalmore. Επίλεξε ποσό online και φόρτωσε τη Lavalmore GiftCard ... Flower Lace Lingerie ...,"site:.gr ""lingerie"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
85,laviejewelry.gr,Laviejewelry,https://www.laviejewelry.gr/el/collections/gift-cart?srsltid,Δωροκάρτα,"Συλλογή: Δωροκάρτα. Φιλτράρισμα: Διαθεσιμότητα ... La Vie Jewelry Gift Cart. Παραγγελίες. Πολιτική ... © 2026, La Vie Jewelry Με την υποστήριξη της Shopify.","site:.gr ""jewelry"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
65,lazydayzdesigns.com,Gift Card Balance - LazyDayz Designs,https://lazydayzdesigns.com/gift-card-balance/,Gift Card Balance - LazyDayz Designs,"... Accessories Freshmade Handcrafted Bags & Accessories Freshmade Handcrafted Bags & Accessories ... Krispou 1, Ano Poli, 54634, Thessaloniki, Greece. GEMI ...","""Thessaloniki"" ""accessories"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
85,lefconceptstore.com,Lef Conceptstore gift voucher,https://lefconceptstore.com/en/products/lef-conceptstore-cadeaubon?srsltid=AfmBOopLYTGbaNPLE0GTKqL7WC4XN77ygFkBz4IC1nqMxf9WLyzV8wF5,Lef Conceptstore gift voucher,Lef Conceptstore gift voucher. Lef Conceptstore gift voucher. Values. €25.00Variant sold out or unavailable €50.00Variant sold out or unavailable €100.00 ...,"""concept store"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,lego.com,Discover LEGO® Gift Cards | Official LEGO® Shop GR,https://www.lego.com/en-gr/gift-cards,Discover LEGO® Gift Cards | Official LEGO® Shop GR,Plush toys · Puzzles & board games · Stationery · Water Bottles ... Is there a minimum or maximum value that can be loaded onto a LEGO Gift Card or e-Gift Card?,"""toys"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,lemontreekids.gr,LemonTreeKids - Χάρισε Αγάπη!,https://lemontreekids.gr/dorokarta/?srsltid,Δωροκάρτα LemonTreeKids - Χάρισε Αγάπη!,"Lemon Tree Kids. Search. 0. Cart. Δωροκάρτα ... Εξαργύρωσε μια δωροκάρτα Για να εξαργυρώσεις τη δωροκάρτα, απλώς ...","site:.gr ""kids"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
100,leonardo-hotels.com,Leonardo Hotels Gift Voucher,https://www.leonardo-hotels.com/gift-voucher,Leonardo Hotels Gift Voucher,"A Leonardo Hotels gift card is perfect for any occasion — a relaxing weekend ... Cyprus, Czech Republic, Denmark, Djibouti, Dominica, Dominican Republic ...","""Cyprus"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,levainbakery.com,Levainbakery,https://levainbakery.com/products/rise-ai-giftcard?srsltid=AfmBOoqA_xdSU_lxLa0uGkejyQw58NTmylx4Ez4OIN8oyQfBIkqKP53Z,E-Gift Card (for Nationwide Shipping Only),Greece USD $; Greenland USD $; Grenada USD $; Guadeloupe USD $; Guatemala ... E-Gift Card - Levain Bakery. Get a Free Tote With ...,"""bakery"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,liastravel.com,Δωροκάρτα Ταξιδιού Lia's Travel: Χάρισε Ένα Ταξίδι!,https://liastravel.com/dorokarta-lias-travel-charise-to-pio-omorfo-do/,Δωροκάρτα Ταξιδιού Lia's Travel: Χάρισε Ένα Ταξίδι!,"Αν θέλεις να κάνεις ένα δώρο που πραγματικά θα ξεχωρίσει, η λύση είναι η Δωροκάρτα του Lia's Travel. Αντί για ένα ακόμη τυποποιημένο αντικείμενο ...","""travel"" ""δωροκάρτα"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,linasnara.com,Gift Voucher | Choose Your Jewelry Gift - Lina Snara,https://www.linasnara.com/products/gift-voucher?srsltid=AfmBOortTuAbacf03aVpasfSoGUbzvxcsUZRiWyvl_33Qw1cJScjP3ea,Gift Voucher | Choose Your Jewelry Gift - Lina Snara,"... Load image into Gallery viewer, Gift Voucher. Gift Voucher ... Greece. Croatia flag. Croatia. Hungary flag. Hungary. Ireland flag. Ireland. Israel ...","""Greece"" ""jewelry"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,linsonmoto.gr,Δωροκάρτα 200€ ДРУГИ | Linson Moto,https://linsonmoto.gr/dwrokarta-200,Δωροκάρτα 200€ ДРУГИ | Linson Moto,"Δωροκάρτες LINSON MOTO Δωροκάρτα 200€ ДРУГИ στην τιμή 200,00€ με γρήγορη παράδοση και δυνατότητα επιστροφής ή αλλαγής του προϊόντος εντός 30 ημερών στο ...","site:.gr ""parking"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
85,littleflowers.gr,Αγοράστε μία Δωροεπιταγή - Little Flowers,https://littleflowers.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Little Flowers,Χαρίστε μια δωροκάρτα Little Flowers στα αγαπημένα σας πρόσωπα και δώστε τους τη δυνατότητα να επιλέξουν αυτοί τα προϊόντα που επιθυμούν!,"site:.gr ""flowers"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
80,livlig.com,LIVLIG Gift Voucher – Give Joy for Garden & Balcony,https://livlig.com/en-eu/products/livlig-voucher,LIVLIG Gift Voucher – Give Joy for Garden & Balcony,LIVLIG Gift Voucher – Give Joy for Garden & Balcony. With the LIVLIG voucher ... Greece Flag Greece. Ireland Flag Ireland. Portugal Flag Portugal. Hungary ...,"""Greece"" ""garden"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,llearn.gr,Virtual Reality Zero Latency Gift Voucher Gift ... - llearn.gr,https://www.llearn.gr/?r=16295315041260,Virtual Reality Zero Latency Gift Voucher Gift ... - llearn.gr,Virtual Reality Zero Latency Gift Voucher Gift Vouchers Zero Latency VR Sunshine Coast. ... gymlock mat gym mats direct. Quick Look. gymlock mat ...,"site:.gr ""gym"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
80,loevdeco.com,LOEV DECO Gift Card,https://loevdeco.com/en/products/carte-cadeau-loev-deco?srsltid=AfmBOorezw-uIhjwbZMM1ilG1TvSG49DNmk4vwER5qU6XDIrDbs57hOG,LOEV DECO Gift Card,"Give a LOEV DECO gift card for a unique, personalized gift. This gift card is valid on our premium wall art and home decor collection.","""decor"" ""gift card"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,logishotels.com,Gift card | Logis Hôtels,https://www.logishotels.com/en/gift/e-gift-cards,Gift card | Logis Hôtels,"The gift card can be offered by email or printed within a minute of purchase. With our electronic gift card, you can fulfil all your wishes at over 2,000 hotels ...","""Belgium"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,lopapeysa.dk,Gift voucher www.lopapeysa.dk,https://lopapeysa.dk/en/products/gavekort-lopapeysa-dk,Gift voucher www.lopapeysa.dk,"Technology. Knitting Patterns · Crochet Patterns · KNITTING KITS. KNITTING KITS ... Gift voucher www.lopapeysa.dk. Add to wishlist. Regular price 100,00 kr.","""technology"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
70,loulerie.com,Loulerie Digital Gift Voucher,https://loulerie.com/products/loulerie-gift-card?srsltid=AfmBOorbyVHgZ1n7-0h9WbWlL2BvTdpqulPJMPMhqxhfVZHuC_7oWysA,Loulerie Digital Gift Voucher,"Hermina Athens · Joanna Laura Constantine · Loulerie Gifting Jewellery · Loulerie ... Great experience, bought my wife some jewelry, lost receipts, she went ...","""Athens"" ""jewelry"" ""gift voucher""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,lumina.gr,LUMINA - Κέντρο Αισθητικής - Ηράκλειο,https://lumina.gr/product/dorokarta/?srsltid,Δωροκάρτα - LUMINA - Κέντρο Αισθητικής - Ηράκλειο,"Δωροκάρτα. Αρχική · Προϊόντα; Δωροκάρτα. Gift ... Skincare. Εάν πάλι θέλεις να τη δώσεις εσύ, εμείς θα την ετοιμάσουμε και ...","site:.gr ""skincare"" ""δωροκάρτα""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
80,lunaenails.com,Lunae Nails Gift Voucher,https://lunaenails.com/en/products/buono-regalo-lunae-nails?srsltid=AfmBOoohDkKXpiAm8GHL4XYwslCnfO8TvH_PxObMu6cIRdcIGP7kCc-z,Lunae Nails Gift Voucher,Lunae Nails Gift Voucher · A digital voucher of the selected value · Unique code that can be used throughout the site · Immediate receipt by email after payment.,"""nails"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,luxfairhotels.com,GIft Cards – Luxfair Hotels,https://luxfairhotels.com/gift-cards/,GIft Cards – Luxfair Hotels,"Share the Experience of St Julian's Malta ... employee, a Spinola Hotel gift card is a thoughtful and flexible option. For the Public. • Redeemable for stays, ...","""Malta"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,macramooncreations.com,", δωροκάρτα, δώρο, επιλογή, macramoon creations, gift for ...",https://macramooncreations.com/gift-card?tag=macramoon,"gift card, δωροκάρτα, δώρο, επιλογή, macramoon creations, gift for ...","... jewelry shop, jewelry athens. ... Ηλεκτρονική δωροκάρτα: με αυτήν την επιλογή η δωροκάρτα ... δωροκάρτα θα αποσταλεί στο δικό σου email). -Η δωροκάρτα ...","""Athens"" ""jewelry"" ""δωροκάρτα""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,macsadventure.com,Macs Adventure Travel Gift Vouchers,https://www.macsadventure.com/about-us/booking/gift-vouchers/,Macs Adventure Travel Gift Vouchers,Give the gift of adventure with a Macs Adventure walking or cycling holiday gift vouchers ... gift voucher. They'll email you a PDF that you can forward or print ...,"""adventure"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
85,magento2dev.wellshaved.gr,Wellshaved,https://magento2dev.wellshaved.gr/dorokarta-wellshaved,Δωροκάρτα Wellshaved,Δωροκάρτα Wellshaved. Αν θέλετε να προσφέρετε ... Skin Food · After Shave Balm · After Shave Lotion ... Δωροκάρτα. Αρχική; Δωροκάρτα. Αγορά κατά. Επιλογες Αγορων.,"site:.gr ""food"" ""δωροκάρτα""",7,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
100,makaroon.bg,"Gift voucher for 50,75 or 100 BGN - Makaroon.bg",https://makaroon.bg/gift-voucher,"Gift voucher for 50,75 or 100 BGN - Makaroon.bg",The gift voucher is valid 12 months in total - man has 12 months to choose an experience and another 12 months to go get it. And you will get the applause for ...,"""Bulgaria"" travel ""gift voucher"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
