v4_score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v4_bucket,v4_reason,v5_bucket,v5_reason
95,hiltongiftcards.co.uk,Hilton Hotel Gift Cards | The Perfect Stay Gift,https://www.hiltongiftcards.co.uk/,Hilton Hotel Gift Cards | The Perfect Stay Gift,"Give the gift of comfort and adventure. Hilton Hotel Gift Cards are valid for 5 years and can be used at select hotels across the UK, Ireland & Europe.","""UK"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,GLOBAL_GREECE_REVIEW,recognized_global_brand_possible_greece_relevance
95,hotels.com,Buy Travel Gift Cards Online,https://www.hotels.com/lp/b/giftcards,Buy Travel Gift Cards Online,Will I earn OneKeyCash™ on hotel bookings made with a Hotels.com gift card? ... Hotels in Italy · Hotels in United Kingdom · Hotels in France · Hotels in Spain.,"""Italy"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,GLOBAL_GREECE_REVIEW,recognized_global_brand_possible_greece_relevance
95,intimissimi.com,Gift Card or Certificate,https://www.intimissimi.com/cy/giftcard/,Gift Card or Certificate,A gift that never goes out of fashion! Use it online or print it for in-store use. Buy e-gift card for women Buy e-gift card for men ... Cyprus or on the online ...,"""Cyprus"" beauty ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,GLOBAL_GREECE_REVIEW,recognized_global_brand_possible_greece_relevance
95,minorhotels.com,Online Voucher,https://www.minorhotels.com/en/egiftcard,Online Voucher | eGift Card Redemption,"Austria, Graz, NH Graz City, Salzburg, NH Collection Salzburg City, Vienna ... If an important anniversary is approaching, a gift card can be the ideal way to ...","""Austria"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,GLOBAL_GREECE_REVIEW,recognized_global_brand_possible_greece_relevance
95,nh-hotels.com,Minor Hotels Europe & Americas,https://www.nh-hotels.com/en/giftcards,Minor Hotels Europe & Americas - Gift Cards,"An Minor Hotels Europe & Americas gift card can be used to pay for accommodation charges and any other services available at participating hotels. So, whether ...","""Europe"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,GLOBAL_GREECE_REVIEW,recognized_global_brand_possible_greece_relevance
95,originalirishhotels.com,Buy a Hotel Gift Voucher for a Loved One!,https://www.originalirishhotels.com/oih-gift-vouchers/personal-gift-voucher,Buy a Hotel Gift Voucher for a Loved One!,Treat someone special to an Original Irish Hotels Gift Voucher today. With a choice of over 50 unique hotels in captivating locations all around Ireland.,"""Ireland"" travel ""gift voucher"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,GLOBAL_GREECE_REVIEW,recognized_global_brand_possible_greece_relevance
95,sanahotels.com,Gift Voucher Card - EPIC SANA Marquês,https://www.sanahotels.com/en/hotel/epic-sana-marques/vouchers/sayanna-spa-gift-card/,Gift Voucher Card - EPIC SANA Marquês,GIFT VOUCHER SAYANNA WELLNESS & SPA. Offer a wellness experience to someone you love. And why not allow someone truly special to reach a state of pure ...,"""wellness"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,GLOBAL_GREECE_REVIEW,recognized_global_brand_possible_greece_relevance
95,scandichotels.com,Hotel Gift Cards,https://www.scandichotels.com/en/offers/gift-card,Hotel Gift Cards,Hotel gift card. Give a hotel stay including a delicious breakfast; Or a ... Denmark · Finland · Germany · Norway · Sweden. Order 10 or more gift cards. If you'd ...,"""Sweden"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,GLOBAL_GREECE_REVIEW,recognized_global_brand_possible_greece_relevance
95,tescogiftcards.com,Hotels.com eGift,https://www.tescogiftcards.com/card_designs/hotels-com-egift,Hotels.com eGift,"Available card balance only to be used for online payment of new hotel bookings at uk.Hotels.com. Only one gift card can be redeemed per online booking, but ...","""UK"" hotel ""gift card"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,gift_signal_only_in_snippet,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,GLOBAL_GREECE_REVIEW,recognized_global_brand_possible_greece_relevance
95,thonhotels.com,Hotel gift card,https://www.thonhotels.com/about-thon-hotels/gift-card/,Hotel gift card,The gift card from dittgavekort.no cannot be used in Sweden. See dittpresentkort.se for gift cards that can be used in Sweden. Expiry and loss of gift card.,"""Sweden"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,GLOBAL_GREECE_REVIEW,recognized_global_brand_possible_greece_relevance
90,shop.themodernisthotels.com,The Modernist Gift Voucher,https://shop.themodernisthotels.com/product/the-modernist-gift-voucher/,The Modernist Gift Voucher,"The Modernist Gift Voucher. €100.00 – €2,000.00 Price range: €100.00 through €2,000.00. Offering your loved ones The Modernist experience has never been easier.","""Thessaloniki"" ""experience"" ""gift voucher""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source,GLOBAL_GREECE_REVIEW,recognized_global_brand_possible_greece_relevance
65,irelandhotels.com,Hotels in Ireland | Go Anywhere Gift Card,https://www.irelandhotels.com/ireland.html?srsltid=AfmBOoo1p0E0kn2WDVS4dja4O_z31pHBl9Iasw1m6Qu4TOuw_tpDa9zv,Hotels in Ireland | Go Anywhere Gift Card,Corporate Gift Card · Ireland Hotels Buy Gift Card · Ireland Hotels Buy Gift Card. Clare www.irelandhotels.com_v3. Counties. Ireland. See All Hotels. Ireland.,"""Ireland"" hotel ""gift card"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_snippet|repeated_source|multi_source,GLOBAL_GREECE_REVIEW,recognized_global_brand_possible_greece_relevance
65,reboots.com,Digital gift voucher,https://reboots.com/en/products/digitaler-geschenkgutschein,Digital gift voucher,The digital gift voucher from Reboots is the ideal gift for ambitious athletes and fitness enthusiasts ... Hobby Athlet. What sports do you do? Triathlon.,"""hobby"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_snippet|repeated_source|multi_source,GLOBAL_GREECE_REVIEW,recognized_global_brand_possible_greece_relevance
65,starhotels.com,"Hotel Gift Card New York, Paris and Italy | E-shop",https://www.starhotels.com/en/egift/,"Hotel Gift Card New York, Paris and Italy | E-shop","... Gift Card New York, Paris and Italy | E-shop ... Choose the amount you prefer and buy a Monetary Gift valid for all our hotels in Italy* and Paris.","""Italy"" hotel ""gift card"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_snippet|repeated_source|multi_source,GLOBAL_GREECE_REVIEW,recognized_global_brand_possible_greece_relevance
