v4_score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v4_bucket,v4_reason,v5_bucket,v5_reason
95,ensun.io,Top 17 Gift Card Manufacturers in Netherlands (2026),https://ensun.io/search/gift-card/netherlands,Top 17 Gift Card Manufacturers in Netherlands (2026),"Discover all relevant Gift Card Manufacturers in Netherlands, including giftcards.group and Eatcard Hospitality Reinvented.","""Netherlands"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,known_reseller_marketplace_or_news
95,eqs-news.com,Citycon launches a new shopping centre gift card ...,https://www.eqs-news.com/news/corporate/citycon-launches-a-new-shopping-centre-gift-card-in-finland-and-estonia/0c5f9c17-5bfd-4020-b94b-3423258d7980,Citycon launches a new shopping centre gift card ...,"Citycon launches a new shopping centre gift card in Finland and Estonia ... In Finland, the gift card can first be used in five shopping centres: Iso ...","""Finland"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,known_reseller_marketplace_or_news
95,ferry-guide.com,Stena Line - buy gift voucher - Faehren.net,https://ferry-guide.com/shipping-companies/stena-line/stena-line-gift-voucher-buy-gift-voucher/,Stena Line - buy gift voucher - Faehren.net,"Stena Line voucher for ferry crossings, short trips and hotel bookings. With the Stena Line gift voucher you can make your loved ones happy, ...","""ferry"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,known_reseller_marketplace_or_news
95,finance.yahoo.com,Austria Gift Card Business Intelligence Report 2026,https://finance.yahoo.com/news/austria-gift-card-business-intelligence-155500154.html,Austria Gift Card Business Intelligence Report 2026,The Gift Card market in Austria is expected to grow by 7% on annual basis to reach US$1.56 billion in 2026. The gift card market in the country ...,"""Austria"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,known_reseller_marketplace_or_news
95,fiscal-requirements.com,New document was uploaded: Gift Card Treatment – Bulgaria ...,https://www.fiscal-requirements.com/news/670-new-document-was-uploaded-gift-card-treatment-bulgaria,New document was uploaded: Gift Card Treatment – Bulgaria ...,New document was uploaded: Gift Card Treatment – Bulgaria. Private | Bulgaria | Author: Kristina Dosen | Subject: Fiscal subject related | Views: 733 | Date ...,"""Bulgaria"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,research_reseller_editorial_signal
95,gameseal.com,NiceBeauty Gift Card 100 NOK Key - NORWAY,https://gameseal.com/nicebeauty-gift-card-100-nok-key-norway,NiceBeauty Gift Card 100 NOK Key - NORWAY,The NiceBeauty Gift Card 100 NOK from Gameseal is the perfect gift for beauty and cosmetics enthusiasts in Norway who love professional products at great prices ...,"""Norway"" beauty ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,known_reseller_marketplace_or_news
95,giftly.com,"Buy Restaurant Gift Cards in Athens, GA",https://www.giftly.com/restaurant-gift-cards/athens-ga?srsltid=AfmBOoruYxgCv0hb1CCNYXNNj7lwvuuBnpI5dsvnPO-gMrBhFZX189ts,"Buy Restaurant Gift Cards in Athens, GA","Gift up to $1,000 with the suggestion to spend it at any restaurant in Athens, GA. city category. Universal Athens gifts · Giftly Gift Card.","""Athens"" ""restaurant"" ""gift card""",7,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,known_reseller_marketplace_or_news
95,giftoff.com,Buy Electronics Gift Cards & Vouchers,https://giftoff.com/gift-cards-for/electronics,Buy Electronics Gift Cards & Vouchers,"Give the gift of choice with options for top electronics brands, ensuring your recipient finds exactly what they need. Argos UK gift card. Argos UK. B&Q UK gift ...","""electronics"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,known_reseller_marketplace_or_news
95,globenewswire.com,Italy Gift Card Business and Investment Report 2026: A,https://www.globenewswire.com/news-release/2026/03/03/3248619/28124/en/italy-gift-card-business-and-investment-report-2026-a-10-98-billion-market-by-2030-featuring-selex-conad-crai-gruppo-vege-esselunga-unicoop-etruria-eurospin-icg-real-estate-ipercoo.html,Italy Gift Card Business and Investment Report 2026: A,"Italy Gift Card Business and Investment Report 2026: A $10.98 Billion Market by 2030 Featuring Selex, Conad, Crai, Gruppo Vege, Esselunga ...","""Italy"" beauty ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,known_reseller_marketplace_or_news
95,gogift.com,Zalando gift cards - Give top fashion brands as a gift,https://shop.gogift.com/en/no/nok/shop/zalando-no-gift-card/268537433296289792,Zalando gift cards - Give top fashion brands as a gift,A Zalando gift card gives the recipient access to clothes and shoes from Europe's leading online fashion house. Buy your Zalando gift card easily with us.,"""Europe"" fashion ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,known_reseller_marketplace_or_news
95,huggg.me,"Best Gift Cards UK 2026: 10 Most Popular, Ranked",https://www.huggg.me/blog/top-10-most-popular-gift-cards-uk,"Best Gift Cards UK 2026: 10 Most Popular, Ranked","One4All gift card. One4All is a multi-store gift card accepted at over 140 UK retailers, including Argos, H&M, Currys, New Look, and TK Maxx.","""UK"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,research_reseller_editorial_signal
95,huuray.com,Best Gift Cards for Employees in Denmark,https://huuray.com/gift-cards-for-employees-in-denmark/,Best Gift Cards for Employees in Denmark,"A Magasin gift card offers unmatched variety across fashion, cosmetics, kitchenware, and more. ... Why Madklubben Gift Card works in Denmark. Gives employees ...","""Denmark"" beauty ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,research_reseller_editorial_signal
95,insights.nets.eu,Gift card provider Givn in Norway increases its conversion with ...,https://insights.nets.eu/success-story/gift-card-provider-givn-in-norway-increases-its-conversion-with-payment-solution-nets-easy,Gift card provider Givn in Norway increases its conversion with ...,For large stores and retail chains ... Gift card provider Givn in Norway increases its conversion with payment solution Nets Easy.,"""Norway"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,research_reseller_editorial_signal
95,joyogram.com,Gift Cards in Greece | 2000+ Brands,https://www.joyogram.com/gift-cards/greece/?srsltid=AfmBOooaqGqrBLg_fZVaZJ1RV6gxF2bfUtftyD-eG7ol7Tzl8t950Cus,Gift Cards in Greece | 2000+ Brands,Electronics Fashion Food & Drink Gaming Home Sports Travel & Leisure. Arsenal EUR Gift Card. Arsenal EUR. Best Western Greece Gift Card. Best Western Greece.,"""electronics"" ""gift card"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,known_reseller_marketplace_or_news
95,k12print.com,Plastic Gift Cards | Most Orders Shipped in 24 Hrs.,https://k12print.com/plastic-gift-cards/,Plastic Gift Cards | Most Orders Shipped in 24 Hrs.,... gift card for your business and improve its profitability. The gift cards ... printing machines and in a secure environment to maintain durability ...,"""printing"" ""gift card"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,research_reseller_editorial_signal
95,k4g.com,Buy Fashion Days Gift Card 50 RON Romania ...,https://k4g.com/product/fashion-days-gift-card-fashion-days-romania-ron-50-cd-key-8D8F3759?currency=RON&tmp=1754340843,Buy Fashion Days Gift Card 50 RON Romania ...,Fashion Days Gift Card 50 RON Romania Fashion Days CD Key. Add review and get €1. Buy Fashion Days Gift Card 50 RON Romania Fashion Days CD Key.,"""Romania"" fashion ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,known_reseller_marketplace_or_news
95,rocsgrp.com,Gift Voucher | ROCS Group,https://www.rocsgrp.com/gift-voucher,Gift Voucher | ROCS Group,ABOUT MALTA · OPPORTUNITIES · CONTACT US · JOBS · WHO WE ARE · ROCS SERVICES ... Gift Voucher · Official Press Release · Press Archive. Work with Us​. ​. Careers.,"""Malta"" travel ""gift voucher"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,research_reseller_editorial_signal
95,uk.finance.yahoo.com,Italy Gift Card Business and Investment Report 2026,https://uk.finance.yahoo.com/news/italy-gift-card-business-investment-154400997.html,Italy Gift Card Business and Investment Report 2026,"Italy Gift Card Business and Investment Report 2026: A $10.98 Billion Market by 2030 Featuring Selex, Conad, Crai, Gruppo Vege, Esselunga, ...","""Italy"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,research_reseller_editorial_signal
95,xkdisplay.com,Top Gift Cards Manufacturers and Suppliers in Greece,https://www.xkdisplay.com/top-gift-cards-manufacturers-and-suppliers-in-greece.html,Top Gift Cards Manufacturers and Suppliers in Greece,"What role do OEMs play in Greek gift card programs? OEMs facilitate global logistics, premium printing, and packaging, ensuring brand ...","""printing"" ""gift card"" Greece",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,REJECT,research_reseller_editorial_signal
80,aidha.org,Buy a Gift Card!,https://aidha.org/events-and-news/gift-of-education-2022/giftcard/,Buy a Gift Card!,... education course: Module 1 – Manage Your Money & Tech. Available as a physical gift card (no e-cards available). The gift card will be posted to the address ...,"""education"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,REJECT,research_reseller_editorial_signal
80,boussiasnews.cy,"Mall Gift Card: Τώρα και ψηφιακή, η αγαπημένη δωροκάρτα ...",https://www.boussiasnews.cy/el/news/1709043606/mall-gift-card-twra-kai-psifiaki-i-aghapimeni-dorokarta-apo-to-mall-of-cyprus-mall-of-engomi,"Mall Gift Card: Τώρα και ψηφιακή, η αγαπημένη δωροκάρτα ...","Mall Gift Card: Τώρα και ψηφιακή, η αγαπημένη δωροκάρτα από το Mall of Cyprus & Mall of Engomi! ... mobile phones. Digital or physical, whichever ...","""mobile phones"" ""δωροκάρτα"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet,REJECT,research_reseller_editorial_signal
65,goldwaschcamp.de,Gift Voucher,https://www.goldwaschcamp.de/en/products/geschenkgutschein,Gift Voucher,Gift Voucher · Gift vouchers for gold panning items and accessories · Direct delivery to you by email · Voucher for self-printing.,"""printing"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_snippet|repeated_source|multi_source,REJECT,research_reseller_editorial_signal
65,oefele.de,Gift voucher for self-printing,https://www.oefele.de/en/products/geschenkgutschein-waidmanns-heil-1?srsltid,Gift voucher for self-printing,"Gift voucher for self-printing. Gift voucher for self-printing. Regular price 10,00€. Sale price 10,00€ Regular price UVP. Unit price. /per. Tax included ...","""printing"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_snippet|repeated_source|multi_source,REJECT,research_reseller_editorial_signal
65,ovationincentives.com,New Gift Card Retailers in Poland,https://www.ovationincentives.com/news/poland-catalogue-update,New Gift Card Retailers in Poland,"... Poland! Unlock superior gift card options and enhance your rewards and incentive program. ... Their range includes fragrance, colour cosmetics, skincare, haircare ...","""Poland"" beauty ""gift card"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_snippet|repeated_source|multi_source,REJECT,research_reseller_editorial_signal
65,tripadvisor.ca,Dining Gift Voucher Provided by the Hotel! - Athens,https://www.tripadvisor.ca/LocationPhotoDirectLink-g189400-d198715-i349862702-Hotel_Grande_Bretagne_A_Luxury_Collection_Hotel-Athens_Attica.html,Dining Gift Voucher Provided by the Hotel! - Athens,"Hotel Grande Bretagne, A Luxury Collection Hotel · Dining Gift Voucher Provided by the Hotel! · It's all about the view · Sensacional.","""hotel"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_snippet|repeated_source|multi_source,REJECT,research_reseller_editorial_signal
