bucket,reason,domain,merchantName,possibleOfficialUrl,title,score,occurrences,notes,sourceFiles
REVIEW,plausible_giftcard_but_needs_human_check,acquoofsweden.com,ACQUO of Sweden,https://acquoofsweden.com/products/acquo-gift-card?srsltid=AfmBOop0hzMNoCCrL8WMAwkN2O-d6_8VvJPl-LtmDuZc1udrL_BTn1K1,ACQUO of Sweden - Gift Card,100,4,Give them the gift of choice with a gift card from ACQUO of Sweden. Gift cards are delivered immediately by email and contain instructions to redeem them at ...,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v2\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,activetravelersingreece.com,Gift Card,https://activetravelersingreece.com/event/giftcard/,Gift Card,100,1,Past Events · Inspire me · Giftcard · Custom Trips; Workout Team; Active Travelers ... Πληροφορίες για τη Δωροκάρτα. Κόστος: 15€ / 35€ / 50€ / 60€ / 80€ / 150 ...,data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,adelco-eshop.gr,Adelco Eshop,https://adelco-eshop.gr/index.php?route,Gift Cards,85,1,Υπάρχει η Εύκολη Λύση – αγοράστε εύκολα και γρήγορα Ηλεκτρονική Δωροκάρτα με ... experience targeted ads for your interests. Marketing and Retargeting.,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv
REVIEW,plausible_giftcard_but_needs_human_check,adolfodominguez.com,Gift Card | AD Portugal,https://www.adolfodominguez.com/en-pt/gift-card-199990000300.html,Gift Card | AD Portugal,100,4,"We think that one gift is enough. Choose the value of your gift card: €50, €100 or €200. Send it by email to whoever you want. Enjoy the good choice.",data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,aesthet.com,aesthet.com,https://www.aesthet.com/el/gift-cards-2/?srsltid=AfmBOoohgm8UHEW0EmfgEwmt4H_XYhiuayAVZxRmbavrgsxRnzhd-GHD,Gift Cards - aesthet.com,100,2,Contessina Jewelry · Costarellos · Cristina Beautiful Life · Cutcuutur · Danai ... Κάντε χαρούμενους τους αγαπημένους σας με μια δωροκάρτα Aesthet! Από (OΝ/ΜΟ) ...,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\review-universe-v2\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,affine-atelier.com,AFFINÉ Gift Card | Hand-Blown Glass Lighting,https://affine-atelier.com/products/gift-card-affine?srsltid=AfmBOoo9pOKbtjAH3qtgEkfeW5cO62OineDHeWLZgrspYcdfkt4ny2S7,AFFINÉ Gift Card | Hand-Blown Glass Lighting,100,1,"Give the gift of timeless design. The Affiné Gift Card can be redeemed on any piece in our hand-blown lighting collection, sent digitally by email.",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,afit.gr,Αγοράστε μία Δωροεπιταγή,https://afit.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,85,2,Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ... Το Afit.gr δημιουργήθηκε από την εμπειρία της Power Force στον χώρο του fitness ...,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4-1\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,aggelonanthi.gr,Aggelonanthi,https://aggelonanthi.gr,European Holiday - Trio Candle Set Gift Card smoky woods,,1,"Wave2Bucket=HIGH_SAFE | Wave2Score=80 | Wave2Reasons=GIFT_TITLE | PURCHASE_SIGNAL | GREEK_DOMAIN | MULTI_QUERY | MULTI_HIT | Queries=site:.gr candles ""gift card"" | site:.gr flowers ""gift card"" | Imported to DISCOVERED only; requires verification before production.",DB:DISCOVERED:cmt9y17d3000xpwiy7dzqs8u2
REVIEW,plausible_giftcard_but_needs_human_check,agorakifissia.com,Gift cards,https://agorakifissia.com/gift-cards/,Gift cards,100,1,"What is the difference between an e-Gift Card and physical Gift Card? A ... Argyropoylou 10, Kifisia 145 62, Attica, Greece. VAT: 033240915. GEMI ...",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5-1\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,agramada.com,Buy your Gift Card,https://www.agramada.com/book-gift-card,Buy your Gift Card,100,5,Agramada Hotel. Languages. GR · EN · Press · Feedback Form · Contact Us ... Buy your Gift Card. 0. Your cart. ×. Make a reservation · Reservation ...,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,agrotourism.com.cy,Cyprus Gift Cards for Stays & Experiences - Agrotourism,https://agrotourism.com.cy/buy-e-gift-card/,Cyprus Gift Cards for Stays & Experiences - Agrotourism,100,4,giftcard 50. Discover Cyprus Gift Card. Buy Now. €50.00 · giftcard 75. Discover Cyprus Gift Card. Buy Now. €75.00 · giftcard 100. Discover Cyprus Gift Card. Buy ...,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,ailanajewelry.com,AILANA JEWELRY GIFT VOUCHER,https://ailanajewelry.com/en-fr/products/gift-voucher-ailana-jewelry?srsltid=AfmBOopxmGJ6iWeKOzeugsnZdF2Qsy8v7W0vXzDgCdCGmJafwykovSDy,AILANA JEWELRY GIFT VOUCHER,100,5,AILANA JEWELRY GIFT VOUCHER ... Tax included. Shipping calculated at checkout. Denominations. 20.00 € 40.00 € 60.00 ...,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v2\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,airbnb.gr,Παράδεισος. Μοντέρνο. Θέα στη λίμνη. Δωρεάν δωροκάρτα 200,https://www.airbnb.gr/rooms/34914351,Παράδεισος. Μοντέρνο. Θέα στη λίμνη. Δωρεάν δωροκάρτα 200,80,1,"Δωρεάν δωροκάρτα 200 $. Διαμερίσματα σε ... Ό,τι κι αν προτιμάτε, έχουν κάτι για όλους!! *Περιλαμβάνεται - δωροκάρτα 200 $ για θαλάσσια σπορ στη λίμνη του Λας ...",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4-1\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,airserbia.com,Gift voucher,https://www.airserbia.com/en/explore/services/gift-voucher,Gift voucher,100,4,Sweden (SEK) · Switzerland (CHF) · Turkey (USD) · United Kingdom (GBP) · United ... Gift voucher. You wish to surprise your dear one with something special ...,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,aladastra.com,Aladastra,https://aladastra.com/gift-bundles/e-gift-cards.html,E-Gift Cards - Aladastra Yoga & Wellness Lifestyle,100,1,... €50 E-Gift Card. (). €50.00. wishlist Add to Cart ... Athens (VISIT BY APPOINTMENT). OUR STORY. ABOUT US · OUR PHILOSOPHY.,data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v3\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,alamy.com,Gift card display at store Stock Photos and Images,https://www.alamy.com/stock-photo/gift-card-display-at-store.html,Gift card display at store Stock Photos and Images,70,1,"Poznan, Poland - 26 July 2025: Modern electronics store displays iPhone 16 poster, ... Thessaloniki, Greece - November 24 2025: LIDL Christmas seasonal ...",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,alayasol.de,Yoga Gift Voucher,https://www.alayasol.de/en/products/geschenk-gutschein?srsltid=AfmBOoqbOWrkGhq3g-IFsdr-vy6QGRQ-5pyhvUyXZRIoIiE59S90yn9K,Yoga Gift Voucher,80,6,"Gift Voucher. Art.-Nr.: Art.-Nr.: Regular price 25,00 €. Sale price Regular ... Für wen ist das Yoga & Meditation Equipment geeignet? Unser Yoga- und ...",data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,alchemist-aromas.com,Perfume Gift Voucher - Experience Alchemist Aromas® Luxury ...,https://alchemist-aromas.com/en/products/alchemist-aromas-gutschein?srsltid=AfmBOoq15V9pfK6fTtbAAS0BhZ_5WoYHEHAszlO9VFH7Xcc83i9njZSc,Perfume Gift Voucher - Experience Alchemist Aromas® Luxury ...,80,6,Gift the magic of scent with Alchemist Aromas®'s perfume gift voucher. Perfect for exploring exquisite fragrances for everyone ... Greece EUR €; Hungary HUF Ft ...,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v3\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,alexander-edu.org,Learn Modern and Ancient Greek in Greece!,https://alexander-edu.org/gift-card/,Gift Card - Learn Modern and Ancient Greek in Greece!,100,6,Wonderful experience with this school in Thessaloniki - the right mixture of ... Gift Card. Want to surprise someone with more than just a typical gift ...,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5-1\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,alfafood.gr,Αγοράστε μία Δωροεπιταγή - ALFA FOOD,https://www.alfafood.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - ALFA FOOD,85,1,Αγοράστε μία Δωροεπιταγή ... Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη. E-mail παραλήπτη.,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv
REVIEW,plausible_giftcard_but_needs_human_check,alisahne.com,Gift Card | ALISAHNE Resort Collection,https://alisahne.com/en/product/gift-card/,Gift Card | ALISAHNE Resort Collection,100,5,HomeGift cardGift Card. gift-card-n. Gift Card. Shipping Worldwide; Free ... Close submenu (Resort Wear)Resort Wear. Dresses · Jumpsuits – Playsuits · Kaftans ...,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v2\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,all.accor.com,The Perfect Present: The ALL Accor Gift Card,https://all.accor.com/a/en/experiences/all-gift-card.html,The Perfect Present: The ALL Accor Gift Card,100,1,An extended seaside escape in Crete. ALL ... Any bookings paid in advance will be refunded at the hotel and your gift voucher will be used as payment.,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv
REVIEW,plausible_giftcard_but_needs_human_check,allpeoplephotography.com,Business Thank You Gift Voucher,https://www.allpeoplephotography.com/vouchers/buiness-thank-you-photo-experience-2/,Business Thank You Gift Voucher,80,6,"Business Experience Gift Voucher. As a thank you for your valued custom from one of our business partners & All People Photography ... Greece, Greenland ...",data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5-1\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,allsportstore.com,All Sports GIFT VOUCHERS,https://www.allsportstore.com/en/All-Sports-GIFT-VOUCHERS/m-19488.aspx,All Sports GIFT VOUCHERS,100,4,All Sports GIFT VOUCHERS | AllSportStore.com AllSportStore.com. Summer Sale: Up ... Why Choose an E-Gift Voucher? Fast and convenient. Available in any ...,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,amazon.es,Amazon.es: Gift Cards,https://www.amazon.es/-/en/b?ie=UTF8&node=3564279031,Amazon.es: Gift Cards,85,1,Shop gift cards from popular brands ; Google Play code (send via email; valid only for Spain). €5.00 ; NEU Apple Gift Card - for Spain - by e-mail. €10.00 · 10 ...,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv
REVIEW,plausible_giftcard_but_needs_human_check,ammilos.gr,Κάρτα Δώρου Άμμιλος | Πρωτότυπες Γαστρονομικές Εμπειρίες,https://ammilos.gr/karta-dorou-ammilos/,Κάρτα Δώρου Άμμιλος | Πρωτότυπες Γαστρονομικές Εμπειρίες,80,6,"Η Κάρτα Δώρου Άμμιλος είναι το πιο πρωτότυπο δώρο! Μαθήματα μαγειρικής για παιδιά, εφήβους, ενήλικες και εταιρείες στη Θεσσαλονίκη. Δωρίστε μια εμπειρία ...",data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4-1\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,ananne.com,Gift voucher for high-quality active ingredient cosmetics | ananné,https://ananne.com/en/products/geschenkgutschein?srsltid=AfmBOorDe79bxQ6MC3h1MDJA4V0Sr1-YBEd_EAgZ6pzO3IAPIsH_GtRq,Gift voucher for high-quality active ingredient cosmetics | ananné,80,6,Gift voucher ananné | Gift voucher to print yourself ➢ natural cosmetics ✓ alcohol-free ✓ plastic-free ✓ cruelty-free ✓ last minute gift | discover ...,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v2\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,anastasiaskouzina.com.au,Gift Vouchers - Greek Sweets,https://www.anastasiaskouzina.com.au/products/gift-voucher,Gift Vouchers - Greek Sweets,100,1,Bakery · Pantry ... The recipient will automatically receive an email with a digital gift voucher code that can be used to purchase any products on our site.,data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,animapetshop.gr,Αγοράστε μία Δωροεπιταγή,https://www.animapetshop.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,85,2,Anima Pet Shop. Καλάθι 0. O Λογαριασμός μου · Αγορά Δωροεπιταγής ... Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας.,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4-1\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,aniri.net,Gift voucher,https://aniri.net/en/products/gut?srsltid=AfmBOoo3-OZUMpXAqqa4QX7rPLKyu3yoCS3WUXfomZ1O8VupJN_YAF8P,Gift voucher,80,1,United StatesUSD ($). Search. Geschenkgutschein - aniri | Sportswear. Gift voucher. Gift voucher. 0.,data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v4\still-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,annesemonin.com,Gift Card - Skincare - Face & Body Treatments,https://www.annesemonin.com/en-de/products/gift-card?srsltid=AfmBOopbCwP7d-TCoBRBIA2-mci_Pzb1z9iiDoyBvto-9j7OUgNP-x64,Gift Card - Skincare - Face & Body Treatments,100,1,"The gift card is sent to you by email only, valid for 1 year. 50,00 €. 100,00 €.",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5\manual-review.csv
REVIEW,plausible_giftcard_but_needs_human_check,antevacrafts.com,Gift Card 400,https://antevacrafts.com/products/gift-card-400?srsltid=AfmBOop2b7AI45uSmi_MTYDPF33mtoTLZ9ZnIn9DHw9bfGFGArPBLQBC,Gift Card 400,100,1,"Gift Card 400€. Gift Card 400€. SKU:gc-4. Handcrafted in Athens | A Goldsmith Legacy Since 1958. Regular price €400,00 EUR. Regular price €400,00 EUR Sale price ...",data\discovery\mega-harvest-v6\clean-v6\review.csv | data\discovery\review-universe-v1\still-review.csv | data\discovery\review-universe-v5-1\manual-review.csv
